time(s)	cellId	rnti	lcid	packetSize	delay(s)
2.10424	3	4	3	70	0.00321045
2.10424	3	4	3	70	0.00320925
2.10424	3	4	3	70	0.00320806
2.10831	1	1	3	78	0.00735445
2.10831	1	1	3	78	0.00735325
2.10924	3	2	3	54	0.00321044
2.11124	1	1	3	70	0.0082116
2.11524	3	2	3	54	0.00321044
2.11724	3	4	3	78	0.00421159
2.11724	3	4	3	78	0.0042104
2.11724	3	4	3	78	0.0042092
2.11724	3	4	3	78	0.00321159
2.11724	3	4	3	70	0.00321041
2.11724	3	4	3	70	0.00320921
2.11824	3	4	3	70	0.0032116
2.12124	3	2	3	54	0.00321163
2.12124	3	2	3	54	0.00320924
2.12724	3	2	3	54	0.00321044
2.13324	3	2	3	54	0.00321163
2.13924	3	2	3	54	0.00321163
2.13924	3	2	3	54	0.00320924
2.14524	3	2	3	54	0.00321044
2.15124	1	1	3	70	0.0102116
2.15124	3	2	3	54	0.00321163
2.15124	3	2	3	54	0.00320924
2.15724	3	2	3	54	0.00321044
2.15924	1	1	3	70	0.0082116
2.16324	3	2	3	54	0.00321044
2.16824	3	2	3	54	0.00228306
2.16824	3	2	3	54	0.00228067
2.16824	3	2	3	54	0.00227828
2.17224	1	1	3	70	0.0142116
2.17724	3	2	3	54	0.00321163
2.17824	1	1	3	70	0.00921045
2.18224	1	1	3	70	0.0102116
2.18324	3	2	3	54	0.00321163
2.18324	3	2	3	54	0.00320924
2.18324	3	2	3	54	0.00320685
2.19124	3	2	3	62	0.00321162
2.19124	3	2	3	62	0.00321042
2.19724	3	2	3	62	0.00321162
2.19724	3	2	3	62	0.00321042
2.19724	3	2	3	62	0.00320923
2.20324	3	2	3	62	0.00321042
2.20324	3	2	3	62	0.00320923
2.20324	3	2	3	62	0.00320803
2.20324	3	2	3	62	0.00320684
2.20324	3	2	3	62	0.00320564
2.20324	3	2	3	62	0.00320445
2.20424	1	2	3	62	0.00278304
2.20524	1	1	3	70	0.0152116
2.20724	1	1	3	70	0.00828303
2.20824	1	1	3	70	0.0082116
2.21124	3	2	3	54	0.00321163
2.21724	3	2	3	54	0.00321163
2.21724	3	2	3	54	0.00320924
2.22324	3	2	3	54	0.00321044
2.22324	3	2	3	54	0.00320805
2.23124	3	2	3	62	0.00321162
2.23124	3	2	3	62	0.00321042
2.23524	1	2	3	54	0.0102831
2.23524	1	2	3	62	0.0102819
2.23724	3	2	3	62	0.00321162
2.23724	3	2	3	62	0.00321042
2.24224	1	1	3	70	0.0092116
2.24324	3	2	3	62	0.00321162
2.24324	3	2	3	62	0.00321042
2.24324	3	2	3	62	0.00320923
2.24424	1	1	3	70	0.00921045
2.24524	1	1	3	70	0.0092116
2.24824	3	2	3	62	0.00228305
2.24824	3	2	3	62	0.00228185
2.25724	3	2	3	54	0.00321163
2.26024	1	2	3	62	0.00235447
2.26324	3	2	3	54	0.00321048
2.26324	3	2	3	54	0.00320809
2.26524	1	2	3	54	0.0062819
2.27124	3	2	3	54	0.00321044
2.27724	3	2	3	54	0.00321044
2.27924	1	1	3	70	0.00921045
2.28324	1	1	3	70	0.0122116
2.28324	3	2	3	54	0.00321044
2.28331	1	2	3	54	0.00435449
2.28424	1	2	3	54	0.00321163
2.28924	3	2	3	54	0.00321163
2.28924	3	2	3	54	0.00320924
2.29724	3	2	3	54	0.00321044
2.30324	3	2	3	54	0.00321044
2.30824	1	3	3	62	0.012283
2.30831	1	2	3	54	0.0072819
2.30831	1	2	3	54	0.00571163
2.30831	1	2	3	54	0.00371163
2.30924	3	2	3	54	0.00321044
2.31524	3	2	3	54	0.00321163
2.31524	3	2	3	54	0.00320924
2.32124	3	2	3	54	0.00321044
2.32824	3	2	3	54	0.00235449
2.33324	3	2	3	54	0.00228306
2.33324	3	2	3	54	0.00228067
2.33624	1	3	3	54	0.0119973
2.33624	1	3	3	62	0.00964019
2.33631	1	2	3	54	0.0086402
2.33631	1	2	3	54	0.00571163
2.33631	1	2	3	54	0.0036402
2.33724	1	2	3	54	0.0026402
2.33924	3	2	3	54	0.00321044
2.34124	1	1	3	62	0.0272116
2.34224	1	1	3	54	0.0212116
2.34524	3	2	3	54	0.00321163
2.34524	3	2	3	54	0.00320924
2.35124	3	2	3	54	0.00321044
2.35724	3	2	3	54	0.00321044
2.36324	3	2	3	54	0.00321163
2.36324	3	2	3	54	0.00320924
2.36924	3	2	3	54	0.00321044
2.37124	1	3	3	62	0.019283
2.37124	1	3	3	54	0.0192819
2.37224	1	2	3	54	0.0155688
2.37224	1	2	3	54	0.0132831
2.37224	1	2	3	54	0.0102831
2.37524	3	2	3	54	0.00321044
2.38124	3	2	3	54	0.00321044
2.38124	3	2	3	54	0.00320805
2.38124	3	2	3	54	0.00320566
2.38324	1	1	3	54	0.0112116
2.38924	3	2	3	54	0.00321163
2.39524	3	2	3	54	0.00321163
2.40124	3	2	3	54	0.00321163
2.40124	3	2	3	54	0.00320924
2.40124	3	2	3	54	0.00320685
2.40139	1	2	3	62	0.0100688
2.40139	1	2	3	62	0.0054259
2.40139	1	2	3	62	0.00449733
2.40139	1	2	3	62	0.00449613
2.40139	1	2	3	62	0.00378304
2.40139	1	2	3	62	0.00278304
2.40724	3	2	3	54	0.00321163
2.40724	3	2	3	54	0.00320924
2.41524	3	2	3	54	0.00321044
2.42124	3	2	3	54	0.00321044
2.42124	3	2	3	54	0.00320805
2.42124	3	2	3	54	0.00320566
2.42724	3	2	3	62	0.00320923
2.42724	3	2	3	62	0.00320803
2.42824	1	3	3	54	0.0417116
2.42824	1	3	3	54	0.0375688
2.42839	1	2	3	62	0.0114259
2.42839	1	2	3	62	0.00985447
2.42839	1	2	3	62	0.0074259
2.42839	1	2	3	54	0.00685448
2.42839	1	2	3	54	0.00399734
2.43324	1	1	3	54	0.0202116
2.43524	3	2	3	62	0.00321162
2.43524	3	2	3	62	0.00321042
2.43624	1	1	3	54	0.0202116
2.44024	1	4	3	54	0.00271163
2.44124	3	2	3	62	0.00321162
2.44124	3	2	3	62	0.00321042
2.44124	3	2	3	62	0.00320923
2.44124	3	2	3	62	0.00320803
2.44124	3	2	3	62	0.00320684
2.44124	3	2	3	62	0.00320564
2.44724	3	2	3	62	0.00321162
2.44724	3	2	3	54	0.00321044
2.44724	3	2	3	62	0.00320923
2.45124	1	3	3	54	0.00742592
2.45124	1	3	3	54	0.00649615
2.45124	1	3	3	54	0.00371163
2.45131	1	2	3	62	0.00685447
2.45131	1	2	3	62	0.00285447
2.45324	3	2	3	62	0.00321162
2.45324	3	2	3	62	0.00321042
2.45924	3	2	3	62	0.00321162
2.45924	3	2	3	62	0.00321042
2.45924	3	2	3	62	0.00320923
2.45924	3	2	3	62	0.00320803
2.45924	3	2	3	62	0.00320684
2.45924	3	2	3	70	0.00320563
2.46524	3	2	3	70	0.00321041
2.46524	3	2	3	70	0.00320921
2.46524	3	2	3	62	0.00320803
2.47324	3	2	3	62	0.00321162
2.47324	3	2	3	62	0.00321042
2.47824	1	4	3	54	0.0147831
2.47831	1	3	3	54	0.0117116
2.47831	1	3	3	54	0.00856877
2.47831	1	3	3	54	0.0066402
2.47839	1	2	3	62	0.0289259
2.47839	1	2	3	62	0.0255688
2.47839	1	2	3	62	0.0109259
2.47839	1	2	3	62	0.00885447
2.47839	1	2	3	62	0.0069259
2.47924	3	2	3	62	0.00321162
2.47924	3	2	3	62	0.00321042
2.47924	3	2	3	54	0.00320924
2.48524	1	1	3	54	0.0232116
2.48524	3	2	3	54	0.00321044
2.49124	3	2	3	54	0.00321163
2.49124	3	2	3	54	0.00320924
2.49724	3	2	3	54	0.00321044
2.49724	3	2	3	54	0.00320805
2.50424	3	2	3	54	0.00249615
2.50524	3	1	3	62	0.00321162
2.50924	1	1	3	54	0.0282116
2.50931	1	3	3	54	0.0209973
2.50931	1	3	3	54	0.0127831
2.50931	1	3	3	54	0.00878306
2.50931	1	3	3	54	0.00685448
2.51024	1	2	3	54	0.0137831
2.51024	1	2	3	54	0.00792591
2.51124	3	2	3	54	0.00320924
2.51224	1	4	3	54	0.00242592
2.51524	1	1	3	54	0.0312116
2.51624	3	2	3	54	0.00228187
2.52224	3	2	3	54	0.00321163
2.52224	3	2	3	54	0.00320924
2.52524	3	1	3	54	0.00321163
2.52524	3	1	3	62	0.00321042
2.52924	3	2	3	54	0.00228187
2.53624	3	2	3	54	0.00321044
2.54224	3	2	3	54	0.00320924
2.54524	3	1	3	62	0.00321162
2.54524	3	1	3	54	0.00321044
2.54824	3	2	3	54	0.00321163
2.54824	3	2	3	54	0.00320924
2.55624	1	1	3	54	0.0432116
2.55624	3	2	3	54	0.00321044
2.55631	1	4	3	54	0.00828306
2.55639	1	3	3	54	0.0299973
2.55639	1	3	3	54	0.0259259
2.55639	1	3	3	54	0.0228545
2.55646	1	2	3	54	0.0261402
2.55646	1	2	3	54	0.0199973
2.55824	1	1	3	54	0.0342116
2.56224	1	4	3	54	0.00521163
2.56224	3	2	3	54	0.00321044
2.56424	1	1	3	54	0.0152116
2.56524	3	1	3	54	0.00321163
2.56524	3	1	3	54	0.00320805
2.56824	3	2	3	54	0.00321163
2.56824	3	2	3	54	0.00320924
2.57424	3	2	3	54	0.00320928
2.58224	3	2	3	54	0.00228306
2.58824	3	2	3	54	0.00321163
2.58824	3	2	3	54	0.00320924
2.58824	3	2	3	54	0.00320685
2.59024	3	1	3	54	0.00321163
2.59024	3	1	3	54	0.00320924
2.59024	3	1	3	54	0.00320685
2.59624	3	2	3	54	0.00321044
2.59631	1	2	3	54	0.0248545
2.59631	1	2	3	54	0.0198545
2.60224	3	2	3	54	0.00321044
2.60624	1	3	3	62	0.0345688
2.60624	1	3	3	62	0.033783
2.60624	1	3	3	62	0.0304259
2.60624	1	3	3	62	0.0304247
2.60624	1	3	3	62	0.0284973
2.60624	1	3	3	62	0.0266402
2.60824	1	4	3	54	0.0202116
2.60824	3	2	3	54	0.00321044
2.60824	3	2	3	54	0.00320805
2.60824	3	2	3	54	0.00320566
2.61524	3	2	3	54	0.00263901
2.61531	3	1	3	54	0.00328306
2.61531	3	1	3	54	0.00327948
2.61531	3	1	3	54	0.00327709
2.61624	3	1	3	54	0.00321044
2.61831	1	1	3	54	0.0562819
2.61831	1	1	3	54	0.0362831
2.61831	1	1	3	54	0.0193545
2.61839	1	4	3	54	0.0213533
2.61839	1	4	3	54	0.0113545
2.61846	1	2	3	54	0.00699734
2.61846	1	2	3	54	0.00378306
2.61846	1	2	3	54	0.00285329
2.62224	3	2	3	54	0.00321044
2.62624	1	3	3	62	0.00464019
2.62624	1	3	3	62	0.00463899
2.62624	1	3	3	62	0.00364019
2.62624	1	3	3	54	0.00363901
2.62624	1	3	3	54	0.00263901
2.62824	3	2	3	54	0.00321044
2.62824	3	2	3	54	0.00320805
2.62824	3	2	3	54	0.00320566
2.63524	3	2	3	54	0.00421044
2.64024	3	1	3	54	0.00320924
2.64024	3	1	3	54	0.00320685
2.64024	3	1	3	54	0.00320446
2.64224	3	2	3	54	0.00321163
2.64824	3	2	3	54	0.00321163
2.64824	3	2	3	54	0.00320924
2.64824	3	2	3	54	0.00320685
2.65424	3	2	3	54	0.00321044
2.65424	3	2	3	54	0.00320805
2.65524	1	1	3	54	0.0432104
2.65531	1	4	3	62	0.0182819
2.65531	1	4	3	62	0.017283
2.65539	1	3	3	62	0.0116402
2.65539	1	3	3	62	0.0109259
2.65539	1	3	3	62	0.00899733
2.65539	1	3	3	62	0.00899613
2.65546	1	2	3	54	0.0210688
2.65546	1	2	3	54	0.0169247
2.65546	1	2	3	54	0.0138545
2.66324	3	2	3	54	0.00320928
2.66924	3	2	3	54	0.00320924
2.66924	3	2	3	54	0.00320685
2.67024	3	1	3	62	0.00821162
