time(s)	cellId	rnti	lcid	packetSize
4.761	3	4	3	112
4.763	3	1	3	223
4.766	3	2	3	56
4.774	3	2	3	56
4.78	3	2	3	112
4.782	3	4	3	112
4.786	3	2	3	56
4.787	3	1	3	167
4.793	3	2	3	56
4.798	1	4	3	223
4.798	1	3	3	175
4.798	1	2	3	167
4.799	1	1	3	56
4.799	3	2	3	112
4.802	1	1	3	56
4.802	3	4	3	167
4.805	3	2	3	56
4.81	3	2	3	112
4.812	3	1	3	382
4.813	3	1	3	64
4.815	3	2	3	56
4.821	3	2	3	56
4.822	3	4	3	167
4.827	3	2	3	167
4.835	3	2	3	56
4.837	3	1	3	302
4.84	3	2	3	56
4.846	1	4	3	155
4.846	1	3	3	112
4.846	1	2	3	433
4.846	1	1	3	56
4.846	3	2	3	167
4.847	1	4	3	14
4.847	1	2	3	14
4.847	3	4	3	167
4.854	3	2	3	56
4.857	3	1	3	191
4.86	3	2	3	56
4.867	3	2	3	167
4.872	3	4	3	167
4.872	3	2	3	112
4.881	3	2	3	56
4.886	1	3	3	112
4.886	1	2	3	302
4.887	3	2	3	112
4.887	3	1	3	255
4.888	1	4	3	445
4.888	1	1	3	111
4.89	1	1	3	3
4.894	3	2	3	128
4.897	3	4	3	167
4.898	3	4	3	56
4.9	3	2	3	128
4.906	3	2	3	191
4.912	3	2	3	191
4.916	3	1	3	175
4.918	3	2	3	183
4.924	3	2	3	56
4.927	3	4	3	167
4.93	1	4	3	155
4.93	1	3	3	112
4.93	1	2	3	191
4.93	3	2	3	56
4.933	1	4	3	149
4.933	1	1	3	56
4.935	3	1	3	112
4.936	3	2	3	112
4.942	3	2	3	56
4.947	3	4	3	318
4.947	3	2	3	56
4.948	3	4	3	128
4.952	3	2	3	112
4.954	3	1	3	112
4.958	3	2	3	56
4.96	1	3	3	167
4.962	1	4	3	128
4.962	1	2	3	255
4.962	1	1	3	111
4.963	1	4	3	64
4.963	1	1	3	3
4.964	3	2	3	112
4.968	3	4	3	247
4.969	3	4	3	56
4.97	3	2	3	56
4.973	3	1	3	112
4.976	3	2	3	56
4.981	3	2	3	167
4.99	3	2	3	56
4.992	3	1	3	112
4.993	3	4	3	191
4.994	1	4	3	255
4.994	1	3	3	167
4.994	1	2	3	175
4.994	3	1	3	56
4.996	3	2	3	167
5.004	3	2	3	128
5.01	3	2	3	128
5.013	3	1	3	167
5.016	3	2	3	382
5.017	3	4	3	255
5.022	3	2	3	120
5.028	3	2	3	56
5.029	1	4	3	155
5.029	1	3	3	167
5.029	1	2	3	112
5.029	1	1	3	56
5.031	1	4	3	22
5.034	3	2	3	231
5.036	3	1	3	56
5.037	3	4	3	120
5.037	3	1	3	112
5.038	3	4	3	56
5.047	3	2	3	128
5.053	3	2	3	318
5.06	3	2	3	120
5.061	3	1	3	167
5.062	3	4	3	112
5.066	1	4	3	112
5.066	1	3	3	167
5.066	1	2	3	112
5.066	1	1	3	111
5.067	3	2	3	56
5.073	3	2	3	112
5.08	3	2	3	56
5.08	3	1	3	167
5.081	3	1	3	56
5.082	3	4	3	112
5.086	3	2	3	56
5.091	3	2	3	56
5.096	3	2	3	112
5.1	1	4	3	112
5.1	1	3	3	223
5.1	1	2	3	112
5.1	1	1	3	170
5.102	3	4	3	112
5.105	3	1	3	167
5.106	3	2	3	56
5.112	3	2	3	112
5.12	3	2	3	56
5.122	3	4	3	167
5.125	3	2	3	56
5.13	3	1	3	445
5.131	3	2	3	112
5.137	3	2	3	56
5.141	1	4	3	112
5.141	1	3	3	167
5.141	1	2	3	167
5.144	3	2	3	112
5.147	3	4	3	112
5.148	3	4	3	56
5.148	3	1	3	302
5.149	3	2	3	56
5.155	3	2	3	56
5.16	3	2	3	112
5.166	3	2	3	56
5.167	3	4	3	167
5.171	3	2	3	56
5.173	3	1	3	191
5.177	1	4	3	167
5.177	1	3	3	445
5.177	1	2	3	167
5.177	1	1	3	167
5.177	3	2	3	167
5.185	3	2	3	56
5.187	3	4	3	167
5.191	3	2	3	56
5.191	3	1	3	255
5.197	3	2	3	167
5.203	3	2	3	112
5.207	3	4	3	167
5.209	3	4	3	56
5.21	3	1	3	175
5.211	3	2	3	56
5.217	1	4	3	112
5.217	1	3	3	302
5.217	1	2	3	167
5.217	1	1	3	64
5.217	3	2	3	167
5.223	3	2	3	128
5.227	3	4	3	112
5.228	3	4	3	56
5.231	3	2	3	128
5.235	3	1	3	112
5.237	3	2	3	382
5.243	3	2	3	183
5.247	3	4	3	445
5.248	3	2	3	128
5.249	1	4	3	167
5.249	1	3	3	191
5.249	1	2	3	167
5.249	1	1	3	318
5.25	1	1	3	64
5.253	3	1	3	112
5.254	3	2	3	390
5.259	3	2	3	207
5.267	3	4	3	247
5.267	3	2	3	128
5.268	3	4	3	56
5.272	3	2	3	239
5.276	3	1	3	112
5.28	3	2	3	120
5.286	3	2	3	318
5.288	1	4	3	155
5.288	1	3	3	255
5.288	1	2	3	223
5.288	1	1	3	64
5.288	3	4	3	191
5.29	1	4	3	14
5.29	1	1	3	64
5.295	3	2	3	64
5.299	3	1	3	167
5.3	3	2	3	120
5.306	3	2	3	56
5.308	3	4	3	255
5.314	3	2	3	56
5.318	3	1	3	167
5.32	3	2	3	112
5.327	3	4	3	175
5.327	3	2	3	56
5.329	1	4	3	223
5.329	1	3	3	175
5.329	1	2	3	167
5.332	1	1	3	239
5.334	3	2	3	56
5.337	3	1	3	112
5.339	3	1	3	56
5.34	3	2	3	56
5.346	3	2	3	112
5.354	3	2	3	56
5.357	3	1	3	112
5.358	3	4	3	112
5.36	3	2	3	56
5.366	3	2	3	112
5.368	1	4	3	155
5.368	1	3	3	112
5.368	1	2	3	445
5.368	1	1	3	64
5.369	1	4	3	14
5.371	3	2	3	56
5.373	3	1	3	167
5.374	3	1	3	56
5.378	3	4	3	112
5.379	1	1	3	64
5.38	3	2	3	56
5.387	3	2	3	167
5.394	3	2	3	56
5.397	3	1	3	167
5.401	3	2	3	56
5.402	1	4	3	155
5.402	1	3	3	112
5.402	1	2	3	302
5.402	1	1	3	111
5.403	3	4	3	112
5.407	1	4	3	229
5.407	1	1	3	83
5.407	3	2	3	167
5.411	1	1	3	64
5.415	3	2	3	56
5.416	3	1	3	318
5.418	3	1	3	64
5.421	3	2	3	56
5.423	3	4	3	112
5.424	3	4	3	56
5.427	3	2	3	167
5.433	3	2	3	56
5.436	3	1	3	302
5.437	1	4	3	302
5.437	1	3	3	112
5.437	1	2	3	191
5.439	1	1	3	64
5.441	3	2	3	56
5.446	3	2	3	167
5.448	3	4	3	112
5.449	3	4	3	56
5.451	3	2	3	112
5.456	3	1	3	255
5.461	3	2	3	56
5.466	1	4	3	155
5.466	1	3	3	167
5.466	1	2	3	255
5.467	3	2	3	112
5.468	3	4	3	167
5.472	1	1	3	56
5.474	3	2	3	128
5.478	1	4	3	102
5.48	3	2	3	128
5.481	3	1	3	247
5.486	3	2	3	191
5.487	3	4	3	112
5.489	3	4	3	56
5.491	3	2	3	191
5.496	1	3	3	112
5.497	3	2	3	183
5.498	1	4	3	247
5.498	1	2	3	175
5.498	1	1	3	111
5.499	1	1	3	3
5.5	1	3	3	56
5.503	3	2	3	56
5.506	3	1	3	112
5.507	3	4	3	112
5.508	3	4	3	112
5.509	3	2	3	56
5.515	3	2	3	112
5.52	3	2	3	56
5.526	3	2	3	56
5.528	3	4	3	112
5.529	3	4	3	56
5.532	3	2	3	112
5.535	1	4	3	112
5.535	1	3	3	167
5.535	1	2	3	112
5.535	1	1	3	56
5.536	3	1	3	112
5.538	3	2	3	56
5.544	3	2	3	112
5.548	3	4	3	255
5.549	3	4	3	191
5.55	3	2	3	56
5.556	3	2	3	56
5.56	3	1	3	112
5.562	3	2	3	167
5.568	1	4	3	112
5.568	1	3	3	167
5.568	1	2	3	112
5.568	1	1	3	111
5.569	1	1	3	3
5.569	3	2	3	56
5.573	3	4	3	247
5.574	3	4	3	56
5.575	3	2	3	56
5.581	3	2	3	167
5.588	3	2	3	56
5.589	3	1	3	167
5.593	3	2	3	112
5.598	3	4	3	191
5.599	3	2	3	167
5.6	1	4	3	56
5.6	1	2	3	112
5.602	1	3	3	223
5.606	3	2	3	56
5.611	3	2	3	56
5.617	3	2	3	239
5.618	3	4	3	191
5.619	3	4	3	64
5.619	3	1	3	167
5.625	3	2	3	128
5.626	1	4	3	167
5.626	1	3	3	167
5.626	1	2	3	112
5.626	1	1	3	111
5.629	1	2	3	56
5.629	1	1	3	3
5.631	3	2	3	128
5.637	3	2	3	382
5.639	3	4	3	120
5.64	3	4	3	56
5.642	3	2	3	183
5.643	3	1	3	112
5.644	3	1	3	56
5.647	3	2	3	128
5.652	3	2	3	318
5.659	1	4	3	112
5.659	1	3	3	445
5.659	3	4	3	56
5.66	1	4	3	56
5.66	1	2	3	167
5.66	3	4	3	56
5.661	3	2	3	56
5.662	3	1	3	167
5.667	3	2	3	167
5.679	3	4	3	112
5.68	3	2	3	128
5.682	3	1	3	167
5.683	3	1	3	56
5.686	3	2	3	191
5.694	3	2	3	128
5.699	1	4	3	155
5.699	1	3	3	302
5.699	1	2	3	167
5.699	1	1	3	111
5.701	1	4	3	14
5.701	1	1	3	59
5.701	3	2	3	56
5.702	3	1	3	167
5.705	3	4	3	112
5.708	3	2	3	56
5.714	3	2	3	56
5.722	3	2	3	56
5.725	3	4	3	112
5.726	3	4	3	56
5.727	3	2	3	56
5.733	1	3	3	191
5.733	1	2	3	167
5.735	3	1	3	382
5.736	3	2	3	56
5.737	1	4	3	167
5.737	3	1	3	64
5.742	3	2	3	56
5.745	3	4	3	112
5.746	3	4	3	56
5.75	3	2	3	56
5.755	3	2	3	112
5.763	3	1	3	302
5.764	3	2	3	56
5.765	3	4	3	56
5.766	3	4	3	112
5.77	3	2	3	112
5.778	3	2	3	56
5.783	3	1	3	191
5.784	1	4	3	223
5.784	1	3	3	255
5.784	1	2	3	223
5.784	1	1	3	56
5.784	3	2	3	56
5.785	3	4	3	167
5.786	1	1	3	56
5.789	1	1	3	56
5.79	3	2	3	112
5.796	3	2	3	56
5.802	3	1	3	255
5.804	3	2	3	56
5.805	3	4	3	167
5.806	3	4	3	56
5.81	3	2	3	112
5.816	3	2	3	56
5.82	3	1	3	175
5.822	3	2	3	112
5.825	3	4	3	112
5.826	3	4	3	56
5.827	1	4	3	167
5.827	1	3	3	175
5.827	1	2	3	167
5.827	1	1	3	56
5.828	3	2	3	56
5.834	3	2	3	56
5.838	3	1	3	112
5.84	3	2	3	112
5.845	3	4	3	382
5.845	3	2	3	56
5.846	3	4	3	64
5.85	3	2	3	56
5.856	3	2	3	167
5.858	3	1	3	112
5.864	1	4	3	382
5.864	1	3	3	112
5.864	1	2	3	445
5.864	1	1	3	167
5.864	3	2	3	56
5.865	1	4	3	64
5.865	3	4	3	302
5.87	3	2	3	56
5.876	3	2	3	167
5.876	3	1	3	112
5.881	3	2	3	112
5.885	3	4	3	191
5.889	3	2	3	56
5.895	3	2	3	112
5.9	3	1	3	167
5.903	3	2	3	128
5.904	1	4	3	155
5.904	1	3	3	112
5.904	1	2	3	302
5.904	1	1	3	56
5.905	3	4	3	255
5.906	1	4	3	149
5.909	3	2	3	128
5.915	3	2	3	191
5.918	3	1	3	167
5.921	3	2	3	191
5.925	3	4	3	175
5.926	3	2	3	183
5.932	3	2	3	56
5.934	1	4	3	191
5.934	1	3	3	112
5.934	1	2	3	191
5.934	1	1	3	111
5.935	1	1	3	3
5.936	3	1	3	167
5.937	3	2	3	56
5.943	3	2	3	112
5.95	3	4	3	112
5.95	3	2	3	56
5.954	3	2	3	56
5.954	3	1	3	167
5.96	3	2	3	112
5.966	3	2	3	56
5.967	1	3	3	167
5.968	1	4	3	191
5.968	1	2	3	255
5.968	1	1	3	56
5.969	1	4	3	64
5.97	3	4	3	112
5.971	3	2	3	112
5.977	3	2	3	56
5.978	3	1	3	167
5.979	3	1	3	56
5.983	3	2	3	56
5.989	3	2	3	167
5.99	3	4	3	112
5.996	1	4	3	120
5.996	1	3	3	167
5.996	1	2	3	120
5.997	1	2	3	56
5.997	1	1	3	111
5.997	3	2	3	56
5.998	1	1	3	3
6.002	3	1	3	167
6.003	3	2	3	56
6.008	3	2	3	167
6.01	3	4	3	167
6.016	3	2	3	56
6.022	3	2	3	167
6.029	1	4	3	112
6.029	1	3	3	167
6.029	1	1	3	111
6.03	3	2	3	128
6.033	1	1	3	3
6.035	3	2	3	128
6.037	3	1	3	445
6.04	3	4	3	167
6.04	3	2	3	382
6.049	3	2	3	120
6.055	3	2	3	112
6.062	3	1	3	302
6.063	3	2	3	56
6.065	3	4	3	167
6.067	1	4	3	112
6.067	1	3	3	167
6.067	1	2	3	112
6.069	3	2	3	112
6.075	3	2	3	56
6.081	3	2	3	112
6.082	3	1	3	191
6.085	3	4	3	167
6.086	3	2	3	56
6.092	3	2	3	56
6.098	3	2	3	112
6.104	3	2	3	56
6.105	3	4	3	223
6.106	3	1	3	255
6.11	3	2	3	56
6.112	1	4	3	112
6.112	1	3	3	223
6.112	1	2	3	112
6.112	1	1	3	111
6.113	1	1	3	3
6.116	3	2	3	167
6.124	3	2	3	56
6.125	3	4	3	112
6.126	3	4	3	56
6.129	3	1	3	175
6.13	3	2	3	56
6.135	3	2	3	167
6.141	3	2	3	112
6.148	1	2	3	112
6.148	3	1	3	112
6.149	3	2	3	56
6.15	3	4	3	445
6.154	1	3	3	167
6.155	3	2	3	167
6.16	1	4	3	155
6.161	3	2	3	128
6.168	3	2	3	128
6.168	3	1	3	112
6.17	3	4	3	247
6.171	3	4	3	56
6.174	3	2	3	382
6.18	3	2	3	183
6.183	1	4	3	70
6.183	1	3	3	445
6.183	1	2	3	167
6.185	1	4	3	56
6.186	3	2	3	128
6.19	3	4	3	191
6.191	3	1	3	112
6.192	3	2	3	390
6.194	1	1	3	445
6.198	3	2	3	207
6.206	3	2	3	128
6.211	3	2	3	183
6.215	3	4	3	255
6.216	3	2	3	167
6.218	1	4	3	167
6.218	1	3	3	302
6.218	1	2	3	167
6.222	3	2	3	167
6.226	3	1	3	167
6.23	3	2	3	56
6.235	3	4	3	175
6.246	3	1	3	167
6.261	1	4	3	155
6.261	1	3	3	191
6.261	1	2	3	167
6.261	1	1	3	111
6.261	3	4	3	112
6.27	3	1	3	167
6.286	3	4	3	112
6.292	1	4	3	125
6.292	1	3	3	255
6.292	1	2	3	167
6.293	1	1	3	194
6.299	3	1	3	167
6.306	3	4	3	112
6.319	3	1	3	223
6.331	3	4	3	112
6.332	3	4	3	56
6.339	1	4	3	155
6.339	1	3	3	175
6.339	1	2	3	223
6.339	1	1	3	56
6.339	3	1	3	167
6.347	1	1	3	56
6.356	3	4	3	112
6.357	3	4	3	56
6.364	3	1	3	382
6.365	3	1	3	64
6.373	3	4	3	112
6.374	3	4	3	56
6.378	1	4	3	155
6.378	1	3	3	112
6.378	1	2	3	167
6.378	1	1	3	111
6.38	1	4	3	28
6.38	1	1	3	3
6.385	1	1	3	56
6.391	3	1	3	302
6.393	3	4	3	112
6.394	3	4	3	56
6.414	3	4	3	112
6.415	3	4	3	112
6.416	3	1	3	191
6.418	1	4	3	155
6.418	1	3	3	112
6.418	1	2	3	433
6.418	1	1	3	56
6.42	1	4	3	14
6.42	1	2	3	14
6.424	1	1	3	56
6.436	3	1	3	255
6.439	3	4	3	112
6.44	3	4	3	56
6.458	1	4	3	155
6.458	1	3	3	112
6.458	1	2	3	302
6.458	1	1	3	111
6.459	3	4	3	382
6.46	1	4	3	292
6.46	1	1	3	59
6.46	3	1	3	175
6.461	3	4	3	64
6.484	3	4	3	302
6.485	3	1	3	112
6.492	1	4	3	302
6.492	1	3	3	167
6.492	1	2	3	191
6.504	3	4	3	191
6.509	3	1	3	112
6.522	1	4	3	191
6.522	1	3	3	167
6.522	1	2	3	255
6.522	1	1	3	167
6.524	3	4	3	255
6.528	3	1	3	112
6.544	3	4	3	175
6.553	3	1	3	167
6.558	1	3	3	167
6.558	1	2	3	175
6.558	1	1	3	111
6.564	1	4	3	155
6.564	1	1	3	3
6.566	1	4	3	102
6.566	1	1	3	56
6.569	3	4	3	112
6.578	3	1	3	167
6.594	3	4	3	112
6.597	3	1	3	167
6.598	1	4	3	175
6.598	1	3	3	167
6.598	1	2	3	112
6.598	1	1	3	167
6.606	1	1	3	56
6.613	3	4	3	112
6.627	3	1	3	167
6.63	1	3	3	167
6.632	1	4	3	112
6.632	1	2	3	112
6.632	1	1	3	56
6.634	3	4	3	167
6.657	3	1	3	167
6.658	3	1	3	56
6.659	3	4	3	167
6.662	1	4	3	112
6.662	1	3	3	223
6.662	1	2	3	112
6.666	1	1	3	167
6.674	1	1	3	56
6.677	3	1	3	167
6.689	3	4	3	167
6.696	1	4	3	112
6.696	1	3	3	167
6.696	1	2	3	112
6.696	1	1	3	56
6.697	3	1	3	382
6.698	3	1	3	64
6.699	1	2	3	56
6.709	3	4	3	167
6.722	3	1	3	302
6.733	1	4	3	167
6.733	1	3	3	382
6.733	1	2	3	112
6.733	1	1	3	111
6.734	3	4	3	223
6.736	1	2	3	56
6.736	1	1	3	122
6.742	3	1	3	191
6.759	3	4	3	112
6.765	3	4	3	56
6.765	3	1	3	255
6.772	1	4	3	112
6.772	1	3	3	310
6.773	1	2	3	167
6.773	1	1	3	255
6.779	3	4	3	255
6.784	3	1	3	175
6.785	3	4	3	191
6.804	3	4	3	247
6.805	3	4	3	56
6.809	3	1	3	112
6.812	1	4	3	155
6.812	1	3	3	167
6.815	1	2	3	167
6.815	1	1	3	111
6.817	1	4	3	14
6.817	1	1	3	83
6.824	3	4	3	191
6.838	3	1	3	112
6.85	1	3	3	167
6.85	1	2	3	223
6.853	3	4	3	255
6.854	1	4	3	167
6.858	3	1	3	112
6.873	3	4	3	175
6.883	3	1	3	167
6.887	1	4	3	155
6.887	1	3	3	167
6.887	1	2	3	167
6.89	1	4	3	70
6.892	1	1	3	345
6.894	1	1	3	198
6.894	3	4	3	112
6.914	3	1	3	167
6.92	3	4	3	112
6.933	3	1	3	167
6.937	1	4	3	167
6.937	1	3	3	223
6.937	1	2	3	445
6.937	1	1	3	144
6.94	3	4	3	112
6.946	1	1	3	144
6.953	3	1	3	167
6.965	3	4	3	112
6.967	3	4	3	56
6.972	3	1	3	167
6.973	3	1	3	56
6.976	1	4	3	155
6.976	1	3	3	167
6.976	1	2	3	272
6.976	1	1	3	111
6.977	1	4	3	229
6.977	1	2	3	32
6.977	1	1	3	130
6.986	3	4	3	167
6.99	3	1	3	112
6.992	3	1	3	56
7.007	3	4	3	167
7.01	3	1	3	382
7.011	1	4	3	155
7.011	1	3	3	445
7.011	1	2	3	191
7.011	1	1	3	56
7.011	3	1	3	64
7.012	1	4	3	149
7.027	3	4	3	167
7.035	3	1	3	302
7.047	1	4	3	155
7.047	1	3	3	302
7.047	1	2	3	255
7.047	1	1	3	111
7.048	1	4	3	102
7.048	1	1	3	59
7.05	1	1	3	56
7.057	3	4	3	167
7.058	3	4	3	56
7.064	3	1	3	191
7.077	3	4	3	112
7.078	1	4	3	247
7.078	1	3	3	191
7.078	1	2	3	175
7.078	3	4	3	56
7.089	1	1	3	56
7.094	3	1	3	255
7.097	3	4	3	255
7.098	3	4	3	191
7.117	3	4	3	302
7.118	1	4	3	112
7.118	1	3	3	255
7.118	1	2	3	112
7.119	1	1	3	111
7.119	3	1	3	175
7.121	1	1	3	3
7.129	1	1	3	56
7.142	3	4	3	191
7.144	3	1	3	167
7.158	1	4	3	112
7.158	1	3	3	175
7.158	1	2	3	112
7.158	1	1	3	56
7.167	3	4	3	255
7.169	1	1	3	56
7.174	3	1	3	167
7.19	1	4	3	112
7.19	1	3	3	112
7.19	1	2	3	112
7.19	1	1	3	56
7.192	3	4	3	175
7.2	1	1	3	56
7.204	3	1	3	167
7.212	3	4	3	112
7.226	1	4	3	155
7.226	1	3	3	112
7.226	1	2	3	167
7.227	1	4	3	14
7.227	1	1	3	56
7.228	3	1	3	112
7.229	3	1	3	56
7.232	3	4	3	112
7.234	1	1	3	56
7.257	3	4	3	112
7.258	3	1	3	167
7.27	1	4	3	155
7.27	1	3	3	112
7.27	1	2	3	167
7.275	1	4	3	14
7.275	1	1	3	111
7.276	1	1	3	3
7.282	3	4	3	167
7.283	3	1	3	167
7.302	3	4	3	112
7.302	3	1	3	112
7.303	3	4	3	56
7.303	3	1	3	56
7.308	1	4	3	155
7.308	1	3	3	167
7.308	1	2	3	167
7.308	1	1	3	56
7.314	1	4	3	14
7.32	3	1	3	167
7.321	3	1	3	56
7.323	3	4	3	167
7.34	3	1	3	167
7.343	3	4	3	112
7.344	3	4	3	56
7.348	1	4	3	167
7.348	1	3	3	167
7.348	1	2	3	167
7.348	1	1	3	167
7.36	3	1	3	382
7.361	3	1	3	64
7.363	3	4	3	167
7.369	3	4	3	56
7.379	3	1	3	302
7.383	3	4	3	112
7.384	3	4	3	56
7.387	1	3	3	167
7.388	1	4	3	155
7.388	1	2	3	223
7.388	1	1	3	56
7.391	1	4	3	70
7.403	3	4	3	318
7.403	3	1	3	191
7.404	3	4	3	128
7.421	3	1	3	255
7.423	3	4	3	247
7.424	3	4	3	56
7.427	1	3	3	167
7.428	1	4	3	167
7.428	1	2	3	167
7.428	1	1	3	111
7.431	1	1	3	3
7.443	3	4	3	191
7.446	3	1	3	175
7.463	3	4	3	255
7.47	3	1	3	112
7.471	1	4	3	155
7.471	1	3	3	223
7.471	1	2	3	272
7.471	1	1	3	111
7.474	1	4	3	292
7.474	1	2	3	175
7.474	1	1	3	59
7.482	1	1	3	56
7.487	3	4	3	175
7.5	3	1	3	112
7.507	3	4	3	167
7.517	1	4	3	155
7.517	1	3	3	167
7.517	1	2	3	272
7.52	1	1	3	56
7.523	1	2	3	32
7.525	3	1	3	112
7.532	3	4	3	167
7.544	1	4	3	276
7.544	1	3	3	445
7.544	1	2	3	191
7.548	1	1	3	111
7.55	1	1	3	3
7.55	3	1	3	167
7.552	3	4	3	167
7.575	3	1	3	167
7.577	3	4	3	167
7.58	1	3	3	302
7.58	1	2	3	255
7.583	1	4	3	255
7.583	1	1	3	111
7.589	1	1	3	59
7.595	3	1	3	167
7.602	3	4	3	167
7.615	1	4	3	183
7.615	1	3	3	191
7.615	1	2	3	175
7.615	1	1	3	111
7.616	1	1	3	3
7.622	3	4	3	167
7.625	3	1	3	167
7.647	3	4	3	167
7.65	1	4	3	112
7.65	1	3	3	255
7.65	1	2	3	112
7.65	3	1	3	223
7.653	1	1	3	56
7.662	1	1	3	56
7.667	3	4	3	167
7.668	3	4	3	56
7.67	3	1	3	167
7.686	1	4	3	112
7.686	1	3	3	175
7.686	1	2	3	112
7.688	3	4	3	112
7.689	1	1	3	56
7.689	3	4	3	56
7.695	3	1	3	445
7.708	3	4	3	382
7.709	3	4	3	64
7.72	3	1	3	302
7.722	1	4	3	112
7.722	1	3	3	112
7.722	1	2	3	112
7.722	1	1	3	111
7.73	1	1	3	3
7.733	3	4	3	302
7.739	3	1	3	191
7.753	3	4	3	191
7.758	3	1	3	255
7.768	1	4	3	112
7.768	1	3	3	112
7.768	1	2	3	167
7.769	1	1	3	111
7.77	1	1	3	59
7.776	3	1	3	175
7.783	3	4	3	255
7.796	3	1	3	112
7.803	3	4	3	175
7.807	1	4	3	155
7.807	1	3	3	112
7.807	1	2	3	167
7.807	1	1	3	111
7.819	1	4	3	14
7.821	3	1	3	112
7.823	3	4	3	112
7.841	3	1	3	112
7.843	3	4	3	112
7.853	1	4	3	167
7.853	1	3	3	167
7.853	1	2	3	167
7.853	1	1	3	241
7.857	1	1	3	64
7.861	3	1	3	167
7.873	3	4	3	112
7.891	3	1	3	167
7.893	3	4	3	112
7.894	3	4	3	56
7.895	1	4	3	155
7.895	1	3	3	167
7.895	1	2	3	167
7.895	1	1	3	64
7.896	1	4	3	14
7.903	1	1	3	111
7.911	3	1	3	167
7.913	3	4	3	112
7.914	3	4	3	56
7.931	3	1	3	167
7.938	1	4	3	155
7.938	1	3	3	167
7.938	1	2	3	223
7.938	1	1	3	111
7.939	1	4	3	14
7.939	1	1	3	111
7.939	3	4	3	167
7.94	1	1	3	55
7.951	3	1	3	223
7.964	3	4	3	167
7.97	3	1	3	167
7.983	1	3	3	167
7.989	3	4	3	223
7.989	3	1	3	445
7.995	1	4	3	155
7.995	1	2	3	167
8.005	1	4	3	70
8.005	1	3	3	223
8.005	1	1	3	111
8.006	1	1	3	464
8.012	3	1	3	247
8.014	3	4	3	167
8.019	3	1	3	56
8.032	3	1	3	191
8.034	1	4	3	167
8.034	1	3	3	167
8.034	1	2	3	445
8.035	3	4	3	445
8.037	1	1	3	72
8.058	3	1	3	255
8.06	3	4	3	302
8.076	1	4	3	155
8.076	1	3	3	445
8.076	1	2	3	302
8.076	1	1	3	72
8.08	1	4	3	155
8.08	3	4	3	191
8.083	3	1	3	175
8.087	1	4	3	139
8.088	1	1	3	136
8.099	3	4	3	255
8.113	3	1	3	112
8.114	1	4	3	302
8.114	1	3	3	302
8.114	1	2	3	191
8.116	1	1	3	255
8.124	3	4	3	175
8.132	3	1	3	112
8.139	1	4	3	128
8.139	1	3	3	128
8.139	1	2	3	255
8.14	1	3	3	64
8.141	1	4	3	64
8.149	3	4	3	112
8.152	3	1	3	112
8.169	3	4	3	112
8.173	1	1	3	111
8.175	1	4	3	255
8.175	1	3	3	255
8.175	1	2	3	175
8.175	1	1	3	83
8.177	3	1	3	167
8.199	3	4	3	112
8.202	3	1	3	167
8.204	1	2	3	112
8.216	1	4	3	175
8.216	1	3	3	175
8.216	1	1	3	191
8.218	1	1	3	64
8.224	3	4	3	167
8.227	3	1	3	167
8.246	1	4	3	112
8.246	1	3	3	112
8.246	1	2	3	112
8.249	3	4	3	112
8.25	3	4	3	56
8.252	3	1	3	167
8.277	3	1	3	223
8.279	3	4	3	167
8.28	1	4	3	112
8.28	1	3	3	112
8.28	1	2	3	112
8.28	1	1	3	255
8.297	3	1	3	167
8.299	3	4	3	167
8.309	1	4	3	112
8.309	1	3	3	112
8.309	1	2	3	167
8.317	3	1	3	445
8.319	3	4	3	167
8.32	3	4	3	56
8.337	3	1	3	302
8.339	3	4	3	167
8.341	1	4	3	167
8.341	1	3	3	167
8.341	1	1	3	228
8.342	1	1	3	29
8.357	3	1	3	191
8.359	3	4	3	318
8.36	3	4	3	128
8.38	1	4	3	167
8.38	1	3	3	167
8.38	1	2	3	167
8.382	3	1	3	255
8.384	3	4	3	302
8.404	3	4	3	191
8.412	3	1	3	175
8.418	1	1	3	111
8.42	1	4	3	167
8.42	1	3	3	167
8.42	1	2	3	167
8.42	1	1	3	146
8.429	3	4	3	255
8.432	3	1	3	112
8.449	3	4	3	175
8.456	3	1	3	112
8.462	1	4	3	155
8.462	1	3	3	167
8.462	1	2	3	167
8.462	1	1	3	64
8.463	1	4	3	14
8.47	1	1	3	64
8.474	1	1	3	64
8.474	3	4	3	112
8.481	3	1	3	112
8.494	3	4	3	112
8.501	3	1	3	167
8.505	1	4	3	223
8.505	1	3	3	223
8.505	1	2	3	223
8.507	1	1	3	128
8.513	3	4	3	112
8.521	3	1	3	167
8.533	3	4	3	167
8.541	3	1	3	167
8.552	1	4	3	167
8.552	1	3	3	167
8.552	1	2	3	167
8.552	1	1	3	64
8.553	3	4	3	112
8.554	3	4	3	56
8.559	1	1	3	64
8.561	3	1	3	167
8.562	1	1	3	64
8.575	3	4	3	167
8.585	3	1	3	223
8.593	1	4	3	316
8.593	1	3	3	445
8.593	1	2	3	445
8.594	1	4	3	131
8.594	1	1	3	128
8.595	3	4	3	167
8.605	3	1	3	167
8.615	3	4	3	167
8.616	3	4	3	56
8.629	3	1	3	445
8.636	1	4	3	155
8.636	1	3	3	302
8.636	1	2	3	272
8.636	1	1	3	111
8.637	1	4	3	149
8.637	1	2	3	32
