% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
5.766	3	0	0	4	576	8	0	1	1	14	1	0	8	641
5.77	3	0	0	2	577	2	0	1	1	15	1	0	28	4030
5.778	3	0	0	2	578	0	0	1	1	15	1	0	28	4030
5.783	3	0	0	1	578	5	0	1	1	15	1	0	8	641
5.784	1	0	0	4	578	6	0	1	2	15	1	0	2	319
5.784	1	0	0	3	578	6	0	3	1	15	1	0	8	641
5.784	1	0	0	2	578	6	0	4	1	15	1	0	4	275
5.784	1	0	0	1	578	6	0	5	1	15	1	0	0	114
5.784	3	0	0	2	578	6	0	1	1	15	1	0	28	4030
5.785	3	0	0	4	578	7	0	1	1	15	1	0	8	641
5.786	1	0	0	1	578	8	0	1	1	14	1	0	0	114
5.789	1	0	0	1	579	1	0	1	1	15	1	0	0	114
5.79	3	0	0	2	579	2	0	1	1	15	1	0	28	4030
5.796	3	0	0	2	579	8	0	1	1	15	1	0	28	4030
5.802	3	0	0	1	580	4	0	1	1	15	1	0	10	876
5.804	3	0	0	2	580	6	0	1	1	15	1	0	28	4030
5.805	3	0	0	4	580	7	0	1	1	15	1	0	10	876
5.806	3	0	0	4	580	8	0	1	1	14	1	0	10	876
5.81	3	0	0	2	581	2	0	1	1	15	1	0	28	4030
5.816	3	0	0	2	581	8	0	1	1	15	1	0	28	4030
5.82	3	0	0	1	582	2	0	1	1	15	1	0	10	876
5.822	3	0	0	2	582	4	0	1	1	15	1	0	28	4030
5.825	3	0	0	4	582	7	0	1	1	15	1	0	10	876
5.826	3	0	0	4	582	8	0	1	1	14	1	0	10	876
5.827	1	0	0	4	582	9	0	1	2	15	1	0	2	319
5.827	1	0	0	3	582	9	0	3	1	15	1	0	8	641
5.827	1	0	0	2	582	9	0	4	1	15	1	0	4	275
5.827	1	0	0	1	582	9	0	5	1	15	1	0	0	114
5.828	3	0	0	2	583	0	0	1	1	15	1	0	28	4030
5.834	3	0	0	2	583	6	0	1	1	15	1	0	28	4030
5.838	3	0	0	1	584	0	0	1	1	15	1	0	10	876
5.84	3	0	0	2	584	2	0	1	1	15	1	0	28	4030
5.845	3	0	0	4	584	7	0	1	1	15	1	0	12	1081
5.845	3	0	0	2	584	7	0	2	1	15	1	0	28	4030
5.846	3	0	0	4	584	8	0	1	1	14	1	0	12	1081
5.85	3	0	0	2	585	2	0	1	1	15	1	0	28	4030
5.856	3	0	0	2	585	8	0	1	1	15	1	0	28	4030
5.858	3	0	0	1	586	0	0	1	1	15	1	0	10	876
5.864	1	0	0	4	586	6	0	1	2	15	1	0	4	553
5.864	1	0	0	3	586	6	0	3	1	15	1	0	8	641
5.864	1	0	0	2	586	6	0	4	2	15	1	0	4	553
5.864	1	0	0	1	586	6	0	6	2	15	1	0	0	231
5.864	3	0	0	2	586	6	0	1	1	15	1	0	28	4030
5.865	1	0	0	4	586	7	0	1	1	14	1	0	4	275
5.865	3	0	0	4	586	7	0	1	1	15	1	0	12	1081
5.87	3	0	0	2	587	2	0	1	1	15	1	0	28	4030
5.876	3	0	0	2	587	8	0	1	1	15	1	0	28	4030
5.876	3	0	0	1	587	8	0	2	1	15	1	0	8	641
5.881	3	0	0	2	588	3	0	2	1	15	1	0	28	4030
5.885	3	0	0	4	588	7	0	1	1	15	1	0	12	1081
5.889	3	0	0	2	589	1	0	1	1	15	1	0	28	4030
5.895	3	0	0	2	589	7	0	1	1	15	1	0	28	4030
5.9	3	0	0	1	590	2	0	1	1	15	1	0	4	275
5.903	3	0	0	2	590	5	0	1	1	15	1	0	28	4030
5.904	1	0	0	4	590	6	0	1	1	15	1	0	2	158
5.904	1	0	0	3	590	6	0	2	1	15	1	0	8	641
5.904	1	0	0	2	590	6	0	3	2	15	1	0	4	553
5.904	1	0	0	1	590	6	0	5	1	15	1	0	0	114
5.905	3	0	0	4	590	7	0	1	1	15	1	0	12	1081
5.906	1	0	0	4	590	8	0	1	1	14	1	0	2	158
5.909	3	0	0	2	591	1	0	1	1	15	1	0	28	4030
5.915	3	0	0	2	591	7	0	1	1	15	1	0	28	4030
5.918	3	0	0	1	592	0	0	1	1	15	1	0	8	641
5.921	3	0	0	2	592	3	0	1	1	15	1	0	28	4030
5.925	3	0	0	4	592	7	0	1	1	15	1	0	12	1081
5.926	3	0	0	2	592	8	0	1	1	15	1	0	28	4030
5.932	3	0	0	2	593	4	0	1	1	15	1	0	28	4030
5.934	1	0	0	4	593	6	0	1	1	15	1	0	4	275
5.934	1	0	0	3	593	6	0	2	1	15	1	0	8	641
5.934	1	0	0	2	593	6	0	3	1	15	1	0	4	275
5.934	1	0	0	1	593	6	0	4	1	14	1	0	0	114
5.935	1	0	0	1	593	7	0	1	1	13	1	0	0	114
5.936	3	0	0	1	593	8	0	1	1	15	1	0	8	641
5.937	3	0	0	2	593	9	0	1	1	14	1	0	28	4030
5.943	3	0	0	2	594	5	0	1	1	15	1	0	28	4030
5.95	3	0	0	4	595	2	0	1	1	15	1	0	10	876
5.95	3	0	0	2	595	2	0	2	1	15	1	0	28	4030
5.954	3	0	0	2	595	6	0	1	1	14	1	0	28	4030
5.954	3	0	0	1	595	6	0	2	1	15	1	0	12	1081
5.96	3	0	0	2	596	2	0	1	1	15	1	0	28	4030
5.966	3	0	0	2	596	8	0	1	1	15	1	0	28	4030
5.967	1	0	0	3	596	9	0	2	1	15	1	0	8	641
5.968	1	0	0	4	597	0	0	1	1	15	1	0	4	275
5.968	1	0	0	2	597	0	0	2	1	15	1	0	4	275
5.968	1	0	0	1	597	0	0	3	1	15	1	0	0	114
5.969	1	0	0	4	597	1	0	1	1	14	1	0	4	275
5.97	3	0	0	4	597	2	0	1	1	15	1	0	10	876
5.971	3	0	0	2	597	3	0	1	1	15	1	0	28	4030
5.977	3	0	0	2	597	9	0	1	1	15	1	0	28	4030
5.978	3	0	0	1	598	0	0	1	1	15	1	0	8	641
5.979	3	0	0	1	598	1	0	1	1	14	1	0	8	641
5.983	3	0	0	2	598	5	0	2	1	15	1	0	28	4030
5.989	3	0	0	2	599	1	0	1	1	15	1	0	28	4030
5.99	3	0	0	4	599	2	0	1	1	15	1	0	8	641
5.996	1	0	0	4	599	8	0	2	1	15	1	0	4	275
5.996	1	0	0	3	599	8	0	3	1	15	1	0	8	641
5.996	1	0	0	2	599	8	0	4	1	15	1	0	4	275
5.997	1	0	0	2	599	9	0	2	1	14	1	0	4	275
5.997	1	0	0	1	599	9	0	3	1	14	1	0	0	114
5.997	3	0	0	2	599	9	0	1	1	15	1	0	28	4030
5.998	1	0	0	1	600	0	0	1	1	13	1	0	0	114
6.002	3	0	0	1	600	4	0	1	1	15	1	0	8	641
6.003	3	0	0	2	600	5	0	1	1	15	1	0	28	4030
6.008	3	0	0	2	601	0	0	1	1	15	1	0	28	4030
6.01	3	0	0	4	601	2	0	1	1	15	1	0	8	641
6.016	3	0	0	2	601	8	0	1	1	15	1	0	28	4030
6.022	3	0	0	2	602	4	0	1	1	15	1	0	28	4030
6.029	1	0	0	4	603	1	0	2	1	15	1	0	2	158
6.029	1	0	0	3	603	1	0	3	1	15	1	0	8	641
6.029	1	0	0	1	603	1	0	4	1	15	1	0	0	114
6.03	3	0	0	2	603	2	0	1	1	15	1	0	28	4030
6.033	1	0	0	1	603	5	0	1	1	13	1	0	0	114
6.035	3	0	0	2	603	7	0	1	1	15	1	0	28	4030
6.037	3	0	0	1	603	9	0	1	2	15	1	0	4	553
6.04	3	0	0	4	604	2	0	1	1	15	1	0	8	641
6.04	3	0	0	2	604	2	0	2	1	15	1	0	28	4030
6.049	3	0	0	2	605	1	0	1	1	15	1	0	28	4030
6.055	3	0	0	2	605	7	0	1	1	15	1	0	28	4030
6.062	3	0	0	1	606	4	0	1	2	15	1	0	4	553
6.063	3	0	0	2	606	5	0	1	1	15	1	0	28	4030
6.065	3	0	0	4	606	7	0	1	1	15	1	0	8	641
6.067	1	0	0	4	606	9	0	2	1	15	1	0	2	158
6.067	1	0	0	3	606	9	0	3	1	15	1	0	8	641
6.067	1	0	0	2	606	9	0	4	1	15	1	0	4	275
6.069	3	0	0	2	607	1	0	1	1	15	1	0	28	4030
6.075	3	0	0	2	607	7	0	1	1	15	1	0	28	4030
6.081	3	0	0	2	608	3	0	1	1	15	1	0	28	4030
6.082	3	0	0	1	608	4	0	1	1	15	1	0	8	641
6.085	3	0	0	4	608	7	0	1	1	15	1	0	8	641
6.086	3	0	0	2	608	8	0	1	1	15	1	0	28	4030
6.092	3	0	0	2	609	4	0	1	1	15	1	0	28	4030
6.098	3	0	0	2	610	0	0	1	1	15	1	0	28	4030
6.104	3	0	0	2	610	6	0	1	1	15	1	0	28	4030
6.105	3	0	0	4	610	7	0	1	1	15	1	0	8	641
6.106	3	0	0	1	610	8	0	1	1	15	1	0	8	641
6.11	3	0	0	2	611	2	0	1	1	15	1	0	28	4030
6.112	1	0	0	4	611	4	0	1	1	15	1	0	2	158
6.112	1	0	0	3	611	4	0	2	1	15	1	0	8	641
6.112	1	0	0	2	611	4	0	3	1	15	1	0	4	275
6.112	1	0	0	1	611	4	0	4	1	15	1	0	0	114
6.113	1	0	0	1	611	5	0	1	1	14	1	0	0	114
6.116	3	0	0	2	611	8	0	1	1	15	1	0	28	4030
6.124	3	0	0	2	612	6	0	1	1	15	1	0	28	4030
6.125	3	0	0	4	612	7	0	1	1	15	1	0	10	876
6.126	3	0	0	4	612	8	0	1	1	14	1	0	10	876
6.129	3	0	0	1	613	1	0	1	1	15	1	0	8	641
6.13	3	0	0	2	613	2	0	1	1	15	1	0	28	4030
6.135	3	0	0	2	613	7	0	1	1	15	1	0	28	4030
6.141	3	0	0	2	614	3	0	1	1	15	1	0	28	4030
6.148	1	0	0	2	615	0	0	1	1	15	1	0	6	436
6.148	3	0	0	1	615	0	0	1	1	15	1	0	8	641
6.149	3	0	0	2	615	1	0	1	1	15	1	0	28	4030
6.15	3	0	0	4	615	2	0	1	1	15	1	0	10	876
6.154	1	0	0	3	615	6	0	1	1	15	1	0	8	641
6.155	3	0	0	2	615	7	0	1	1	15	1	0	28	4030
6.16	1	0	0	4	616	2	0	1	1	15	1	0	2	158
6.161	3	0	0	2	616	3	0	1	1	15	1	0	28	4030
6.168	3	0	0	2	617	0	0	1	1	15	1	0	28	4030
6.168	3	0	0	1	617	0	0	2	1	15	1	0	10	876
6.17	3	0	0	4	617	2	0	1	1	15	1	0	10	876
6.171	3	0	0	4	617	3	0	1	1	14	1	0	10	876
6.174	3	0	0	2	617	6	0	1	1	15	1	0	28	4030
6.18	3	0	0	2	618	2	0	1	1	15	1	0	28	4030
6.183	1	0	0	4	618	5	0	1	1	15	1	0	2	158
6.183	1	0	0	3	618	5	0	2	1	15	1	0	8	641
6.183	1	0	0	2	618	5	0	3	1	15	1	0	6	436
6.185	1	0	0	4	618	7	0	1	1	14	1	0	2	158
6.186	3	0	0	2	618	8	0	1	1	15	1	0	28	4030
6.19	3	0	0	4	619	2	0	1	1	15	1	0	10	876
6.191	3	0	0	1	619	3	0	1	1	15	1	0	10	876
6.192	3	0	0	2	619	4	0	1	1	15	1	0	28	4030
6.194	1	0	0	1	619	6	0	1	4	15	1	0	0	466
6.198	3	0	0	2	620	0	0	1	1	15	1	0	28	4030
6.206	3	0	0	2	620	8	0	1	1	15	1	0	28	4030
6.211	3	0	0	2	621	3	0	1	1	15	1	0	28	4030
6.215	3	0	0	4	621	7	0	1	1	15	1	0	10	876
6.216	3	0	0	2	621	8	0	1	1	15	1	0	28	4030
6.218	1	0	0	4	622	0	0	5	2	15	1	0	2	319
6.218	1	0	0	3	622	0	0	7	1	15	1	0	8	641
6.218	1	0	0	2	622	0	0	8	1	15	1	0	4	275
6.222	3	0	0	2	622	4	0	1	1	15	1	0	28	4030
6.226	3	0	0	1	622	8	0	1	1	15	1	0	8	641
6.23	3	0	0	2	623	2	0	1	1	15	1	0	28	4030
6.235	3	0	0	4	623	7	0	1	1	15	1	0	10	876
6.246	3	0	0	1	624	8	0	1	1	15	1	0	12	1081
6.261	1	0	0	4	626	3	0	1	1	15	1	0	2	158
6.261	1	0	0	3	626	3	0	2	1	15	1	0	8	641
6.261	1	0	0	2	626	3	0	3	1	15	1	0	4	275
6.261	1	0	0	1	626	3	0	4	1	15	1	0	0	114
6.261	3	0	0	4	626	3	0	1	1	15	1	0	10	876
6.27	3	0	0	1	627	2	0	1	1	15	1	0	10	876
6.286	3	0	0	4	628	8	0	1	1	15	1	0	10	876
6.292	1	0	0	4	629	4	0	2	1	15	1	0	2	158
6.292	1	0	0	3	629	4	0	3	1	15	1	0	8	641
6.292	1	0	0	2	629	4	0	4	1	15	1	0	4	275
6.293	1	0	0	1	629	5	0	1	2	14	1	0	0	231
6.299	3	0	0	1	630	1	0	1	1	15	1	0	4	275
6.306	3	0	0	4	630	8	0	1	1	15	1	0	10	876
6.319	3	0	0	1	632	1	0	1	1	15	1	0	4	275
6.331	3	0	0	4	633	3	0	1	1	15	1	0	8	641
6.332	3	0	0	4	633	4	0	1	1	14	1	0	8	641
6.339	1	0	0	4	634	1	0	1	1	15	1	0	2	158
6.339	1	0	0	3	634	1	0	2	1	15	1	0	8	641
6.339	1	0	0	2	634	1	0	3	1	15	1	0	4	275
6.339	1	0	0	1	634	1	0	4	1	15	1	0	0	114
6.339	3	0	0	1	634	1	0	1	1	15	1	0	8	641
6.347	1	0	0	1	634	9	0	2	1	15	1	0	0	114
6.356	3	0	0	4	635	8	0	1	1	15	1	0	8	641
6.357	3	0	0	4	635	9	0	1	1	14	1	0	8	641
6.364	3	0	0	1	636	6	0	1	1	15	1	0	10	876
6.365	3	0	0	1	636	7	0	1	1	14	1	0	10	876
6.373	3	0	0	4	637	5	0	1	1	15	1	0	8	641
6.374	3	0	0	4	637	6	0	1	1	14	1	0	8	641
6.378	1	0	0	4	638	0	0	1	1	15	1	0	2	158
6.378	1	0	0	3	638	0	0	2	1	15	1	0	8	641
6.378	1	0	0	2	638	0	0	3	1	15	1	0	4	275
6.378	1	0	0	1	638	0	0	4	1	15	1	0	0	114
6.38	1	0	0	4	638	2	0	1	1	14	1	0	2	158
6.38	1	0	0	1	638	2	0	2	1	14	1	0	0	114
6.385	1	0	0	1	638	7	0	1	1	15	1	0	0	114
6.391	3	0	0	1	639	3	0	1	1	15	1	0	8	641
6.393	3	0	0	4	639	5	0	1	1	15	1	0	8	641
6.394	3	0	0	4	639	6	0	1	1	14	1	0	8	641
6.414	3	0	0	4	641	6	0	1	1	15	1	0	8	641
6.415	3	0	0	4	641	7	0	1	1	14	1	0	8	641
6.416	3	0	0	1	641	8	0	1	1	15	1	0	8	641
6.418	1	0	0	4	642	0	0	1	1	15	1	0	2	158
6.418	1	0	0	3	642	0	0	2	1	15	1	0	8	641
6.418	1	0	0	2	642	0	0	3	1	15	1	0	6	436
6.418	1	0	0	1	642	0	0	4	1	15	1	0	0	114
6.42	1	0	0	4	642	2	0	1	1	14	1	0	2	158
6.42	1	0	0	2	642	2	0	2	1	14	1	0	6	436
6.424	1	0	0	1	642	6	0	2	1	15	1	0	0	114
6.436	3	0	0	1	643	8	0	1	1	15	1	0	8	641
6.439	3	0	0	4	644	1	0	1	1	15	1	0	8	641
6.44	3	0	0	4	644	2	0	1	1	14	1	0	8	641
6.458	1	0	0	4	646	0	0	1	1	15	1	0	2	158
6.458	1	0	0	3	646	0	0	2	1	15	1	0	8	641
6.458	1	0	0	2	646	0	0	3	2	15	1	0	4	553
6.458	1	0	0	1	646	0	0	5	1	15	1	0	0	114
6.459	3	0	0	4	646	1	0	1	1	15	1	0	8	641
6.46	1	0	0	4	646	2	0	1	2	14	1	0	2	319
6.46	1	0	0	1	646	2	0	3	1	14	1	0	0	114
6.46	3	0	0	1	646	2	0	1	1	15	1	0	10	876
6.461	3	0	0	4	646	3	0	1	1	14	1	0	8	641
6.484	3	0	0	4	648	6	0	1	1	15	1	0	8	641
6.485	3	0	0	1	648	7	0	1	1	15	1	0	10	876
6.492	1	0	0	4	649	4	0	1	2	15	1	0	2	319
6.492	1	0	0	3	649	4	0	3	1	15	1	0	8	641
6.492	1	0	0	2	649	4	0	4	1	15	1	0	4	275
6.504	3	0	0	4	650	6	0	1	1	15	1	0	8	641
6.509	3	0	0	1	651	1	0	1	1	15	1	0	8	641
6.522	1	0	0	4	652	4	0	1	2	15	1	0	2	319
6.522	1	0	0	3	652	4	0	3	1	15	1	0	8	641
6.522	1	0	0	2	652	4	0	4	1	15	1	0	4	275
6.522	1	0	0	1	652	4	0	5	2	15	1	0	0	231
6.524	3	0	0	4	652	6	0	1	1	15	1	0	10	876
6.528	3	0	0	1	653	0	0	1	1	15	1	0	8	641
6.544	3	0	0	4	654	6	0	1	1	15	1	0	10	876
6.553	3	0	0	1	655	5	0	1	1	15	1	0	10	876
6.558	1	0	0	3	656	0	0	1	1	15	1	0	8	641
6.558	1	0	0	2	656	0	0	2	1	15	1	0	4	275
6.558	1	0	0	1	656	0	0	3	1	15	1	0	0	114
6.564	1	0	0	4	656	6	0	2	1	15	1	0	2	158
6.564	1	0	0	1	656	6	0	3	1	15	1	0	0	114
6.566	1	0	0	4	656	8	0	1	1	14	1	0	2	158
6.566	1	0	0	1	656	8	0	2	1	14	1	0	0	114
6.569	3	0	0	4	657	1	0	1	1	15	1	0	10	876
6.578	3	0	0	1	658	0	0	1	1	15	1	0	10	876
6.594	3	0	0	4	659	6	0	1	1	15	1	0	10	876
6.597	3	0	0	1	659	9	0	1	1	15	1	0	10	876
6.598	1	0	0	4	660	0	0	1	2	15	1	0	2	319
6.598	1	0	0	3	660	0	0	3	1	15	1	0	8	641
6.598	1	0	0	2	660	0	0	4	1	15	1	0	4	275
6.598	1	0	0	1	660	0	0	5	2	15	1	0	0	231
6.606	1	0	0	1	660	8	0	1	1	15	1	0	0	114
6.613	3	0	0	4	661	5	0	1	1	15	1	0	12	1081
6.627	3	0	0	1	662	9	0	1	1	15	1	0	4	275
6.63	1	0	0	3	663	2	0	1	1	15	1	0	8	641
6.632	1	0	0	4	663	4	0	1	1	15	1	0	2	158
6.632	1	0	0	2	663	4	0	2	1	15	1	0	4	275
6.632	1	0	0	1	663	4	0	3	1	15	1	0	0	114
6.634	3	0	0	4	663	6	0	1	1	15	1	0	12	1081
6.657	3	0	0	1	665	9	0	1	1	15	1	0	8	641
6.658	3	0	0	1	666	0	0	1	1	14	1	0	8	641
6.659	3	0	0	4	666	1	0	1	1	15	1	0	12	1081
6.662	1	0	0	4	666	4	0	1	1	15	1	0	2	158
6.662	1	0	0	3	666	4	0	2	1	15	1	0	8	641
6.662	1	0	0	2	666	4	0	3	1	15	1	0	4	275
6.666	1	0	0	1	666	8	0	1	2	15	1	0	0	231
6.674	1	0	0	1	667	6	0	1	1	15	1	0	0	114
6.677	3	0	0	1	667	9	0	1	1	15	1	0	8	641
6.689	3	0	0	4	669	1	0	1	1	15	1	0	10	876
6.696	1	0	0	4	669	8	0	1	1	15	1	0	2	158
6.696	1	0	0	3	669	8	0	2	1	15	1	0	8	641
6.696	1	0	0	2	669	8	0	3	1	15	1	0	4	275
6.696	1	0	0	1	669	8	0	4	1	15	1	0	0	114
6.697	3	0	0	1	669	9	0	1	1	15	1	0	8	641
6.698	3	0	0	1	670	0	0	1	1	14	1	0	8	641
6.699	1	0	0	2	670	1	0	1	1	14	1	0	4	275
6.709	3	0	0	4	671	1	0	1	1	15	1	0	10	876
6.722	3	0	0	1	672	4	0	1	1	15	1	0	8	641
6.733	1	0	0	4	673	5	0	1	2	15	1	0	2	319
6.733	1	0	0	3	673	5	0	3	1	15	1	0	8	641
6.733	1	0	0	2	673	5	0	4	1	15	1	0	4	275
6.733	1	0	0	1	673	5	0	5	1	15	1	0	0	114
6.734	3	0	0	4	673	6	0	1	1	15	1	0	10	876
6.736	1	0	0	2	673	8	0	1	1	14	1	0	4	275
6.736	1	0	0	1	673	8	0	2	2	14	1	0	0	231
6.742	3	0	0	1	674	4	0	1	1	15	1	0	8	641
6.759	3	0	0	4	676	1	0	1	1	15	1	0	8	641
6.765	3	0	0	4	676	7	0	1	1	15	1	0	8	641
6.765	3	0	0	1	676	7	0	2	1	15	1	0	10	876
6.772	1	0	0	4	677	4	0	1	1	15	1	0	2	158
6.772	1	0	0	3	677	4	0	2	1	15	1	0	8	641
6.773	1	0	0	2	677	5	0	1	1	15	1	0	4	275
6.773	1	0	0	1	677	5	0	2	3	15	1	0	0	348
6.779	3	0	0	4	678	1	0	1	1	15	1	0	8	641
6.784	3	0	0	1	678	6	0	1	1	15	1	0	8	641
6.785	3	0	0	4	678	7	0	1	1	15	1	0	8	641
6.804	3	0	0	4	680	6	0	1	1	15	1	0	8	641
6.805	3	0	0	4	680	7	0	1	1	14	1	0	8	641
6.809	3	0	0	1	681	1	0	1	1	15	1	0	8	641
6.812	1	0	0	4	681	4	0	1	1	15	1	0	2	158
6.812	1	0	0	3	681	4	0	2	1	15	1	0	8	641
6.815	1	0	0	2	681	7	0	1	1	15	1	0	4	275
6.815	1	0	0	1	681	7	0	2	1	15	1	0	0	114
6.817	1	0	0	4	681	9	0	1	1	15	1	0	2	158
6.817	1	0	0	1	681	9	0	2	1	14	1	0	0	114
6.824	3	0	0	4	682	6	0	1	1	15	1	0	8	641
6.838	3	0	0	1	684	0	0	1	1	15	1	0	8	641
6.85	1	0	0	3	685	2	0	1	1	15	1	0	10	876
6.85	1	0	0	2	685	2	0	2	1	15	1	0	4	275
6.853	3	0	0	4	685	5	0	1	1	15	1	0	8	641
6.854	1	0	0	4	685	6	0	1	2	15	1	0	2	319
6.858	3	0	0	1	686	0	0	1	1	15	1	0	10	876
6.873	3	0	0	4	687	5	0	1	1	15	1	0	8	641
6.883	3	0	0	1	688	5	0	1	1	15	1	0	12	1081
6.887	1	0	0	4	688	9	0	1	1	15	1	0	2	158
6.887	1	0	0	3	688	9	0	2	1	15	1	0	10	876
6.887	1	0	0	2	688	9	0	3	1	15	1	0	4	275
6.89	1	0	0	4	689	2	0	1	1	14	1	0	2	158
6.892	1	0	0	1	689	4	0	1	3	15	1	0	0	348
6.894	1	0	0	1	689	6	0	1	2	14	1	0	0	231
6.894	3	0	0	4	689	6	0	1	1	15	1	0	8	641
6.914	3	0	0	1	691	6	0	1	1	15	1	0	4	275
6.92	3	0	0	4	692	2	0	1	1	15	1	0	8	641
6.933	3	0	0	1	693	5	0	1	1	15	1	0	10	876
6.937	1	0	0	4	693	9	0	1	2	15	1	0	2	319
6.937	1	0	0	3	693	9	0	3	1	15	1	0	10	876
6.937	1	0	0	2	693	9	0	4	2	15	1	0	4	553
6.937	1	0	0	1	693	9	0	6	2	15	1	0	0	231
6.94	3	0	0	4	694	2	0	1	1	15	1	0	8	641
6.946	1	0	0	1	694	8	0	1	2	15	1	0	0	231
6.953	3	0	0	1	695	5	0	1	1	15	1	0	10	876
6.965	3	0	0	4	696	7	0	1	1	15	1	0	10	876
6.967	3	0	0	4	696	9	0	1	1	14	1	0	10	876
6.972	3	0	0	1	697	4	0	1	1	15	1	0	10	876
6.973	3	0	0	1	697	5	0	1	1	14	1	0	10	876
6.976	1	0	0	4	697	8	0	1	1	15	1	0	2	158
6.976	1	0	0	3	697	8	0	2	1	15	1	0	10	876
6.976	1	0	0	2	697	8	0	3	1	15	1	0	4	275
6.976	1	0	0	1	697	8	0	4	1	15	1	0	0	114
6.977	1	0	0	4	697	9	0	1	2	14	1	0	2	319
6.977	1	0	0	2	697	9	0	3	1	14	1	0	4	275
6.977	1	0	0	1	697	9	0	4	2	14	1	0	0	231
6.986	3	0	0	4	698	8	0	1	1	15	1	0	10	876
6.99	3	0	0	1	699	2	0	1	1	15	1	0	10	876
6.992	3	0	0	1	699	4	0	1	1	14	1	0	10	876
7.007	3	0	0	4	700	9	0	1	1	15	1	0	10	876
7.01	3	0	0	1	701	2	0	1	1	15	1	0	10	876
7.011	1	0	0	4	701	3	0	1	1	15	1	0	2	158
7.011	1	0	0	3	701	3	0	2	1	15	1	0	10	876
7.011	1	0	0	2	701	3	0	3	1	15	1	0	4	275
7.011	1	0	0	1	701	3	0	4	1	15	1	0	0	114
7.011	3	0	0	1	701	3	0	1	1	14	1	0	10	876
7.012	1	0	0	4	701	4	0	1	1	14	1	0	2	158
7.027	3	0	0	4	702	9	0	1	1	15	1	0	10	876
7.035	3	0	0	1	703	7	0	1	1	15	1	0	12	1081
7.047	1	0	0	4	704	9	0	1	1	15	1	0	2	158
7.047	1	0	0	3	704	9	0	2	1	15	1	0	10	876
7.047	1	0	0	2	704	9	0	3	1	15	1	0	4	275
7.047	1	0	0	1	704	9	0	4	1	15	1	0	0	114
7.048	1	0	0	4	705	0	0	1	1	14	1	0	2	158
7.048	1	0	0	1	705	0	0	2	1	14	1	0	0	114
7.05	1	0	0	1	705	2	0	1	1	13	1	0	0	114
7.057	3	0	0	4	705	9	0	1	1	15	1	0	10	876
7.058	3	0	0	4	706	0	0	1	1	14	1	0	10	876
7.064	3	0	0	1	706	6	0	1	1	15	1	0	10	876
7.077	3	0	0	4	707	9	0	1	1	15	1	0	10	876
7.078	1	0	0	4	708	0	0	1	2	15	1	0	2	319
7.078	1	0	0	3	708	0	0	3	1	15	1	0	10	876
7.078	1	0	0	2	708	0	0	4	1	15	1	0	4	275
7.078	3	0	0	4	708	0	0	1	1	14	1	0	10	876
7.089	1	0	0	1	709	1	0	1	1	15	1	0	0	114
7.094	3	0	0	1	709	6	0	1	1	15	1	0	10	876
7.097	3	0	0	4	709	9	0	1	1	15	1	0	10	876
7.098	3	0	0	4	710	0	0	1	1	14	1	0	10	876
7.117	3	0	0	4	711	9	0	1	1	15	1	0	10	876
7.118	1	0	0	4	712	0	0	1	1	15	1	0	2	158
7.118	1	0	0	3	712	0	0	2	1	15	1	0	10	876
7.118	1	0	0	2	712	0	0	3	1	15	1	0	4	275
7.119	1	0	0	1	712	1	0	1	1	15	1	0	0	114
7.119	3	0	0	1	712	1	0	1	1	15	1	0	10	876
7.121	1	0	0	1	712	3	0	1	1	14	1	0	0	114
7.129	1	0	0	1	713	1	0	1	1	15	1	0	0	114
7.142	3	0	0	4	714	4	0	1	1	15	1	0	8	641
7.144	3	0	0	1	714	6	0	1	1	15	1	0	12	1081
7.158	1	0	0	4	716	0	0	1	1	15	1	0	2	158
7.158	1	0	0	3	716	0	0	2	1	15	1	0	10	876
7.158	1	0	0	2	716	0	0	3	1	15	1	0	4	275
7.158	1	0	0	1	716	0	0	4	1	15	1	0	0	114
7.167	3	0	0	4	716	9	0	1	1	15	1	0	8	641
7.169	1	0	0	1	717	1	0	1	1	14	1	0	0	114
7.174	3	0	0	1	717	6	0	1	1	15	1	0	6	436
7.19	1	0	0	4	719	2	0	1	1	15	1	0	2	158
7.19	1	0	0	3	719	2	0	2	1	15	1	0	10	876
7.19	1	0	0	2	719	2	0	3	1	15	1	0	4	275
7.19	1	0	0	1	719	2	0	4	1	15	1	0	0	114
7.192	3	0	0	4	719	4	0	1	1	15	1	0	8	641
7.2	1	0	0	1	720	2	0	1	1	14	1	0	0	114
7.204	3	0	0	1	720	6	0	1	1	15	1	0	10	876
7.212	3	0	0	4	721	4	0	1	1	15	1	0	8	641
7.226	1	0	0	4	722	8	0	2	1	15	1	0	2	158
7.226	1	0	0	3	722	8	0	3	1	15	1	0	10	876
7.226	1	0	0	2	722	8	0	4	1	15	1	0	4	275
7.227	1	0	0	4	722	9	0	1	1	14	1	0	2	158
7.227	1	0	0	1	722	9	0	2	1	15	1	0	0	114
7.228	3	0	0	1	723	0	0	1	1	15	1	0	10	876
7.229	3	0	0	1	723	1	0	1	1	14	1	0	10	876
7.232	3	0	0	4	723	4	0	1	1	15	1	0	8	641
7.234	1	0	0	1	723	6	0	1	1	15	1	0	0	114
