Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
1.65493	HARQ FD Txed	165	4	0	1	1	0	15	2
1.65593	HARQ FD Txed	165	5	0	3	2	0	15	2
1.65707	DL DCI Rxed	165	7	0	1	1	0	15	2
1.65907	DL DCI Rxed	165	9	0	3	2	0	15	2
1.65993	HARQ FD Txed	165	9	0	1	1	0	15	2
1.66193	HARQ FD Txed	166	1	0	3	2	0	15	2
1.66507	DL DCI Rxed	166	5	0	3	2	0	15	2
1.66793	HARQ FD Txed	166	7	0	3	2	0	15	2
1.67107	DL DCI Rxed	167	1	0	3	2	0	15	2
1.67393	HARQ FD Txed	167	3	0	3	2	0	15	2
1.67707	DL DCI Rxed	167	7	0	3	2	0	15	2
1.67993	HARQ FD Txed	167	9	0	3	2	0	15	2
1.68307	DL DCI Rxed	168	3	0	3	2	0	15	2
1.68593	HARQ FD Txed	168	5	0	3	2	0	15	2
1.68807	DL DCI Rxed	168	8	0	3	2	0	15	2
1.69093	HARQ FD Txed	169	0	0	3	2	0	15	2
1.69407	DL DCI Rxed	169	4	0	3	2	0	15	2
1.69707	DL DCI Rxed	169	7	0	1	1	0	15	2
1.69793	HARQ FD Txed	169	7	0	3	2	0	15	2
1.69907	DL DCI Rxed	169	9	0	1	1	0	14	2
1.69993	HARQ FD Txed	169	9	0	1	1	0	15	2
1.70007	DL DCI Rxed	170	0	0	1	1	0	13	2
1.70007	DL DCI Rxed	170	0	0	3	2	0	15	2
1.70107	DL DCI Rxed	170	1	0	1	1	0	12	2
1.70193	HARQ FD Txed	170	1	0	1	1	0	14	2
1.70207	DL DCI Rxed	170	2	0	1	1	0	15	2
1.70293	HARQ FD Txed	170	2	0	1	1	0	13	2
1.70293	HARQ FD Txed	170	2	0	3	2	0	15	2
1.70393	HARQ FD Txed	170	3	0	1	1	0	12	2
1.70407	DL DCI Rxed	170	4	0	1	1	0	14	2
1.70493	HARQ FD Txed	170	4	0	1	1	0	15	2
1.70507	DL DCI Rxed	170	5	0	1	1	0	13	2
1.70607	DL DCI Rxed	170	6	0	1	1	0	12	2
1.70693	HARQ FD Txed	170	6	0	1	1	0	14	2
1.70793	HARQ FD Txed	170	7	0	1	1	0	13	2
1.70807	DL DCI Rxed	170	8	0	3	2	0	15	2
1.70893	HARQ FD Txed	170	8	0	1	1	0	12	2
1.71093	HARQ FD Txed	171	0	0	3	2	0	15	2
1.71407	DL DCI Rxed	171	4	0	3	2	0	15	2
1.71507	DL DCI Rxed	171	5	0	1	1	0	15	2
1.71693	HARQ FD Txed	171	6	0	3	2	0	15	2
1.71793	HARQ FD Txed	171	7	0	1	1	0	15	2
1.72007	DL DCI Rxed	172	0	0	1	1	0	15	2
1.72007	DL DCI Rxed	172	0	0	3	2	0	15	2
1.72293	HARQ FD Txed	172	2	0	1	1	0	15	2
1.72293	HARQ FD Txed	172	2	0	3	2	0	15	2
1.72807	DL DCI Rxed	172	8	0	3	2	0	15	2
1.73093	HARQ FD Txed	173	0	0	3	2	0	15	2
1.73307	DL DCI Rxed	173	3	0	3	2	0	15	2
1.73593	HARQ FD Txed	173	5	0	3	2	0	15	2
1.73607	DL DCI Rxed	173	6	0	1	1	0	15	2
1.73893	HARQ FD Txed	173	8	0	1	1	0	15	2
1.73907	DL DCI Rxed	173	9	0	3	2	0	15	2
1.74193	HARQ FD Txed	174	1	0	3	2	0	15	2
1.74307	DL DCI Rxed	174	3	0	1	1	0	15	2
1.74593	HARQ FD Txed	174	5	0	1	1	0	15	2
1.74707	DL DCI Rxed	174	7	0	3	2	0	15	2
1.74993	HARQ FD Txed	174	9	0	3	2	0	15	2
1.75307	DL DCI Rxed	175	3	0	3	2	0	15	2
1.75593	HARQ FD Txed	175	5	0	3	2	0	15	2
1.75907	DL DCI Rxed	175	9	0	3	2	0	15	2
1.76193	HARQ FD Txed	176	1	0	3	2	0	15	2
1.76507	DL DCI Rxed	176	5	0	3	2	0	15	2
1.76793	HARQ FD Txed	176	7	0	3	2	0	15	2
1.77107	DL DCI Rxed	177	1	0	3	2	0	15	2
1.77393	HARQ FD Txed	177	3	0	3	2	0	15	2
1.77707	DL DCI Rxed	177	7	0	3	2	0	15	2
1.77993	HARQ FD Txed	177	9	0	3	2	0	15	2
1.78307	DL DCI Rxed	178	3	0	3	2	0	15	2
1.78593	HARQ FD Txed	178	5	0	3	2	0	15	2
1.79007	DL DCI Rxed	179	0	0	3	2	0	15	2
1.79293	HARQ FD Txed	179	2	0	3	2	0	15	2
1.79607	DL DCI Rxed	179	6	0	3	2	0	15	2
1.79893	HARQ FD Txed	179	8	0	3	2	0	15	2
1.80407	DL DCI Rxed	180	4	0	3	2	0	15	2
1.80693	HARQ FD Txed	180	6	0	3	2	0	15	2
1.80907	DL DCI Rxed	180	9	0	3	2	0	15	2
1.81193	HARQ FD Txed	181	1	0	3	2	0	15	2
1.81507	DL DCI Rxed	181	5	0	3	2	0	15	2
1.81793	HARQ FD Txed	181	7	0	3	2	0	15	2
1.82307	DL DCI Rxed	182	3	0	3	2	0	15	2
1.82507	DL DCI Rxed	182	5	0	1	1	0	15	2
1.82593	HARQ FD Txed	182	5	0	3	2	0	15	2
1.82793	HARQ FD Txed	182	7	0	1	1	0	15	2
1.82907	DL DCI Rxed	182	9	0	3	2	0	15	2
1.83007	DL DCI Rxed	183	0	0	1	1	0	15	2
1.83193	HARQ FD Txed	183	1	0	3	2	0	15	2
1.83293	HARQ FD Txed	183	2	0	1	1	0	15	2
1.83507	DL DCI Rxed	183	5	0	3	2	0	15	2
1.83793	HARQ FD Txed	183	7	0	3	2	0	15	2
1.84307	DL DCI Rxed	184	3	0	3	2	0	15	2
1.84593	HARQ FD Txed	184	5	0	3	2	0	15	2
1.84807	DL DCI Rxed	184	8	0	3	2	0	15	2
1.85093	HARQ FD Txed	185	0	0	3	2	0	15	2
1.85407	DL DCI Rxed	185	4	0	3	2	0	15	2
1.85793	HARQ FD Txed	185	7	0	3	2	0	15	2
1.86007	DL DCI Rxed	186	0	0	3	2	0	15	2
1.86293	HARQ FD Txed	186	2	0	3	2	0	15	2
1.86807	DL DCI Rxed	186	8	0	3	2	0	15	2
1.87007	DL DCI Rxed	187	0	0	1	1	0	15	2
1.87093	HARQ FD Txed	187	0	0	3	2	0	15	2
1.87293	HARQ FD Txed	187	2	0	1	1	0	15	2
1.87407	DL DCI Rxed	187	4	0	3	2	0	15	2
1.87607	DL DCI Rxed	187	6	0	1	1	0	15	2
1.87693	HARQ FD Txed	187	6	0	3	2	0	15	2
1.87807	DL DCI Rxed	187	8	0	1	1	0	14	2
1.87893	HARQ FD Txed	187	8	0	1	1	0	15	2
1.88093	HARQ FD Txed	188	0	0	1	1	0	14	2
1.88107	DL DCI Rxed	188	1	0	3	2	0	15	2
1.88307	DL DCI Rxed	188	3	0	1	1	0	14	2
1.88393	HARQ FD Txed	188	3	0	3	2	0	15	2
1.88593	HARQ FD Txed	188	5	0	1	1	0	14	2
1.88707	DL DCI Rxed	188	7	0	3	2	0	15	2
1.88993	HARQ FD Txed	188	9	0	3	2	0	15	2
1.89307	DL DCI Rxed	189	3	0	3	2	0	15	2
1.89593	HARQ FD Txed	189	5	0	3	2	0	15	2
1.89807	DL DCI Rxed	189	8	0	3	2	0	15	2
1.90093	HARQ FD Txed	190	0	0	3	2	0	15	2
1.90707	DL DCI Rxed	190	7	0	3	2	0	15	2
1.90993	HARQ FD Txed	190	9	0	3	2	0	15	2
1.91307	DL DCI Rxed	191	3	0	3	2	0	15	2
1.91593	HARQ FD Txed	191	5	0	3	2	0	15	2
1.91907	DL DCI Rxed	191	9	0	1	1	0	15	2
1.92107	DL DCI Rxed	192	1	0	3	2	0	15	2
1.92193	HARQ FD Txed	192	1	0	1	1	0	15	2
1.92393	HARQ FD Txed	192	3	0	3	2	0	15	2
1.92407	DL DCI Rxed	192	4	0	1	1	0	15	2
1.92507	DL DCI Rxed	192	5	0	1	1	0	14	2
1.92693	HARQ FD Txed	192	6	0	1	1	0	15	2
1.92707	DL DCI Rxed	192	7	0	3	2	0	15	2
1.92793	HARQ FD Txed	192	7	0	1	1	0	14	2
1.92907	DL DCI Rxed	192	9	0	1	1	0	15	2
1.92993	HARQ FD Txed	192	9	0	3	2	0	15	2
1.93107	DL DCI Rxed	193	1	0	1	1	0	14	2
1.93193	HARQ FD Txed	193	1	0	1	1	0	15	2
1.93307	DL DCI Rxed	193	3	0	3	2	0	15	2
1.93393	HARQ FD Txed	193	3	0	1	1	0	14	2
1.93593	HARQ FD Txed	193	5	0	3	2	0	15	2
1.93907	DL DCI Rxed	193	9	0	3	2	0	15	2
1.94007	DL DCI Rxed	194	0	0	1	1	0	15	2
1.94193	HARQ FD Txed	194	1	0	3	2	0	15	2
1.94207	DL DCI Rxed	194	2	0	1	1	0	14	2
1.94293	HARQ FD Txed	194	2	0	1	1	0	15	2
1.94493	HARQ FD Txed	194	4	0	1	1	0	14	2
1.94507	DL DCI Rxed	194	5	0	3	2	0	15	2
1.94793	HARQ FD Txed	194	7	0	3	2	0	15	2
1.94807	DL DCI Rxed	194	8	0	1	1	0	14	2
1.95093	HARQ FD Txed	195	0	0	1	1	0	14	2
1.95107	DL DCI Rxed	195	1	0	3	2	0	15	2
1.95207	DL DCI Rxed	195	2	0	1	1	0	15	2
1.95393	HARQ FD Txed	195	3	0	3	2	0	15	2
1.95493	HARQ FD Txed	195	4	0	1	1	0	15	2
1.95707	DL DCI Rxed	195	7	0	3	2	0	15	2
1.95993	HARQ FD Txed	195	9	0	3	2	0	15	2
1.96007	DL DCI Rxed	196	0	0	1	1	0	15	2
1.96293	HARQ FD Txed	196	2	0	1	1	0	15	2
1.96307	DL DCI Rxed	196	3	0	3	2	0	15	2
1.96593	HARQ FD Txed	196	5	0	3	2	0	15	2
1.96907	DL DCI Rxed	196	9	0	3	2	0	15	2
1.97193	HARQ FD Txed	197	1	0	3	2	0	15	2
1.97507	DL DCI Rxed	197	5	0	3	2	0	15	2
1.97793	HARQ FD Txed	197	7	0	3	2	0	15	2
1.98107	DL DCI Rxed	198	1	0	3	2	0	15	2
1.98393	HARQ FD Txed	198	3	0	3	2	0	15	2
1.98707	DL DCI Rxed	198	7	0	3	2	0	15	2
1.98993	HARQ FD Txed	198	9	0	3	2	0	15	2
1.99307	DL DCI Rxed	199	3	0	3	2	0	15	2
1.99593	HARQ FD Txed	199	5	0	3	2	0	15	2
1.99907	DL DCI Rxed	199	9	0	3	2	0	15	2
2.00193	HARQ FD Txed	200	1	0	3	2	0	15	2
2.00507	DL DCI Rxed	200	5	0	3	2	0	15	2
2.00793	HARQ FD Txed	200	7	0	3	2	0	15	2
2.01207	DL DCI Rxed	201	2	0	3	2	0	15	2
2.01307	DL DCI Rxed	201	3	0	3	4	0	15	2
2.01493	HARQ FD Txed	201	4	0	3	2	0	15	2
2.01593	HARQ FD Txed	201	5	0	3	4	0	15	2
2.01907	DL DCI Rxed	201	9	0	3	2	0	15	2
2.02193	HARQ FD Txed	202	1	0	3	2	0	15	2
2.02507	DL DCI Rxed	202	5	0	3	2	0	15	2
2.02793	HARQ FD Txed	202	7	0	3	2	0	15	2
2.03207	DL DCI Rxed	203	2	0	3	2	0	15	2
2.03307	DL DCI Rxed	203	3	0	3	4	0	15	2
2.03407	DL DCI Rxed	203	4	0	3	4	0	14	2
2.03493	HARQ FD Txed	203	4	0	3	2	0	15	2
2.03593	HARQ FD Txed	203	5	0	3	4	0	15	2
2.03693	HARQ FD Txed	203	6	0	3	4	0	14	2
2.03807	DL DCI Rxed	203	8	0	3	2	0	15	2
2.04093	HARQ FD Txed	204	0	0	3	2	0	15	2
2.04407	DL DCI Rxed	204	4	0	3	2	0	15	2
2.04693	HARQ FD Txed	204	6	0	3	2	0	15	2
2.04907	DL DCI Rxed	204	9	0	3	2	0	15	2
2.05193	HARQ FD Txed	205	1	0	3	2	0	15	2
2.05807	DL DCI Rxed	205	8	0	3	2	0	15	2
2.05807	DL DCI Rxed	205	8	0	3	4	0	15	2
2.05907	DL DCI Rxed	205	9	0	3	4	0	14	2
2.06093	HARQ FD Txed	206	0	0	3	2	0	15	2
2.06093	HARQ FD Txed	206	0	0	3	4	0	15	2
2.06107	DL DCI Rxed	206	1	0	1	1	0	15	2
2.06193	HARQ FD Txed	206	1	0	3	4	0	14	2
2.06307	DL DCI Rxed	206	3	0	3	2	0	15	2
2.06393	HARQ FD Txed	206	3	0	1	1	0	15	2
2.06593	HARQ FD Txed	206	5	0	3	2	0	15	2
2.06607	DL DCI Rxed	206	6	0	1	1	0	15	2
2.06893	HARQ FD Txed	206	8	0	1	1	0	15	2
2.07107	DL DCI Rxed	207	1	0	3	2	0	15	2
2.07393	HARQ FD Txed	207	3	0	3	2	0	15	2
2.07707	DL DCI Rxed	207	7	0	3	2	0	15	2
2.07807	DL DCI Rxed	207	8	0	3	4	0	15	2
2.07907	DL DCI Rxed	207	9	0	3	4	0	14	2
2.07993	HARQ FD Txed	207	9	0	3	2	0	15	2
2.08093	HARQ FD Txed	208	0	0	3	4	0	15	2
2.08193	HARQ FD Txed	208	1	0	3	4	0	14	2
2.08507	DL DCI Rxed	208	5	0	3	2	0	15	2
2.08793	HARQ FD Txed	208	7	0	3	2	0	15	2
2.09107	DL DCI Rxed	209	1	0	3	2	0	15	2
2.09393	HARQ FD Txed	209	3	0	3	2	0	15	2
2.09707	DL DCI Rxed	209	7	0	3	2	0	15	2
2.09807	DL DCI Rxed	209	8	0	3	4	0	15	2
2.09993	HARQ FD Txed	209	9	0	3	2	0	15	2
2.10093	HARQ FD Txed	210	0	0	3	4	0	15	2
2.10307	DL DCI Rxed	210	3	0	1	1	0	15	2
2.10307	DL DCI Rxed	210	3	0	3	2	0	15	2
2.10407	DL DCI Rxed	210	4	0	3	4	0	15	2
2.10593	HARQ FD Txed	210	5	0	3	2	0	15	2
2.10593	HARQ FD Txed	210	5	0	1	1	0	15	2
2.10607	DL DCI Rxed	210	6	0	1	1	0	14	2
2.10693	HARQ FD Txed	210	6	0	3	4	0	15	2
2.10807	DL DCI Rxed	210	8	0	1	1	0	15	2
2.10893	HARQ FD Txed	210	8	0	1	1	0	14	2
2.10907	DL DCI Rxed	210	9	0	3	2	0	15	2
2.11093	HARQ FD Txed	211	0	0	1	1	0	15	2
2.11107	DL DCI Rxed	211	1	0	1	1	0	14	2
2.11193	HARQ FD Txed	211	1	0	3	2	0	15	2
2.11393	HARQ FD Txed	211	3	0	1	1	0	14	2
2.11507	DL DCI Rxed	211	5	0	3	2	0	15	2
2.11707	DL DCI Rxed	211	7	0	3	4	0	15	2
2.11793	HARQ FD Txed	211	7	0	3	2	0	15	2
2.11807	DL DCI Rxed	211	8	0	3	4	0	14	2
2.11993	HARQ FD Txed	211	9	0	3	4	0	15	2
2.12093	HARQ FD Txed	212	0	0	3	4	0	14	2
2.12107	DL DCI Rxed	212	1	0	3	2	0	15	2
2.12393	HARQ FD Txed	212	3	0	3	2	0	15	2
