time(s)	cellId	rnti	lcid	packetSize
2.31907	1	3	3	531
2.32007	1	3	3	531
2.32107	1	2	3	428
2.32107	1	3	3	531
2.32107	3	2	3	4022
2.32107	3	3	3	956
2.32207	1	2	3	648
2.32207	1	3	3	796
2.32307	1	2	3	1525
2.32407	1	2	3	648
2.32507	1	2	3	868
2.32607	1	2	3	1308
2.32607	3	2	3	4022
2.32607	3	3	3	1073
2.32707	1	2	3	1308
2.32707	1	5	3	692
2.32807	1	2	3	1525
2.32907	1	2	3	1308
2.32907	1	5	3	692
2.33007	1	2	3	438
2.33007	1	5	3	692
2.33107	1	5	3	692
2.33107	3	2	3	4022
2.33207	3	3	3	2155
2.33307	1	5	3	324
2.33707	3	2	3	4022
2.33807	3	3	3	596
2.34207	1	2	3	208
2.34207	1	3	3	531
2.34207	1	5	3	106
2.34307	3	2	3	4022
2.34407	1	5	3	1396
2.34507	1	5	3	1366
2.34507	3	3	3	1073
2.34707	1	1	3	106
2.34707	1	2	3	1088
2.34707	1	3	3	2694
2.34807	1	2	3	868
2.34807	1	3	3	1146
2.34907	3	2	3	4022
2.35107	3	3	3	1073
2.35207	1	2	3	1525
2.35307	1	2	3	1525
2.35407	1	2	3	2401
2.35507	3	2	3	4022
2.35707	1	2	3	2588
2.35707	1	5	3	106
2.35707	3	3	3	1073
2.35807	1	1	3	458
2.35907	1	1	3	692
2.36007	1	1	3	809
2.36107	1	1	3	692
2.36107	1	5	3	692
2.36107	3	2	3	4022
2.36207	1	1	3	1278
2.36307	1	5	3	927
2.36307	3	3	3	2155
2.36407	1	5	3	692
2.36507	1	5	3	575
2.36707	3	2	3	4022
2.36807	1	1	3	345
2.36907	3	3	3	1073
2.37207	1	5	3	927
2.37307	3	2	3	7489
2.37507	3	3	3	723
2.37607	1	5	3	575
2.37707	1	3	3	531
2.37707	1	5	3	809
2.37807	1	2	3	208
2.37807	1	5	3	441
2.38007	1	5	3	1278
2.38107	3	2	3	2912
2.38207	1	3	3	2694
2.38207	3	3	3	1073
2.38307	1	3	3	531
2.38507	1	3	3	531
2.38607	1	2	3	868
2.38607	1	3	3	1544
2.38707	1	2	3	428
2.38707	3	2	3	4022
2.38807	1	2	3	428
2.38807	3	3	3	1073
2.39107	1	1	3	106
2.39107	1	2	3	2184
2.39107	1	5	3	106
2.39207	1	2	3	2184
2.39207	1	5	3	223
2.39307	1	2	3	1308
2.39307	1	5	3	692
2.39307	3	2	3	8052
2.39407	1	2	3	1141
2.39407	1	5	3	573
2.39407	3	3	3	1073
2.39507	1	5	3	575
2.39907	3	2	3	3941
2.40007	3	3	3	2155
2.40207	1	1	3	1161
2.40307	1	1	3	692
2.40407	1	1	3	692
2.40507	1	1	3	809
2.40607	1	1	3	1278
2.40607	1	5	3	106
2.40607	3	3	3	362
2.40707	1	2	3	208
2.40707	1	5	3	106
2.40707	3	2	3	4022
2.40807	1	5	3	692
2.40907	1	5	3	692
2.41007	1	5	3	575
2.41207	1	1	3	692
2.41207	1	2	3	1381
2.41207	3	3	3	1073
2.41307	1	1	3	340
2.41307	1	2	3	824
2.41307	3	2	3	8052
2.41407	1	1	3	70
2.41407	1	2	3	824
2.41507	1	2	3	824
2.41607	1	2	3	1381
2.41707	1	2	3	1381
2.41807	1	2	3	824
2.41807	3	3	3	1073
2.41907	1	2	3	1102
2.41907	3	2	3	3941
2.42007	1	2	3	824
2.42107	1	2	3	545
2.42107	1	4	3	106
2.42107	1	5	3	340
2.42207	1	2	3	96
2.42207	1	5	3	458
2.42307	1	5	3	692
2.42407	1	5	3	692
2.42407	3	3	3	1073
2.42507	1	5	3	1044
2.42707	3	2	3	4022
2.43007	3	3	3	2155
2.43207	1	4	3	927
2.43307	1	4	3	427
2.43307	1	5	3	809
2.43307	3	2	3	8052
2.43407	1	2	3	267
2.43407	1	3	3	531
2.43607	1	5	3	1396
2.43607	3	3	3	362
2.43707	1	5	3	441
2.43907	1	1	3	106
2.43907	1	2	3	868
2.43907	1	3	3	2155
2.43907	3	2	3	4022
2.44007	1	2	3	868
2.44007	1	3	3	2155
2.44007	1	5	3	458
2.44207	1	2	3	428
2.44207	1	3	3	1612
2.44307	1	2	3	428
2.44307	1	3	3	1612
2.44307	3	3	3	1073
2.44407	1	2	3	1102
2.44407	1	3	3	680
2.44507	1	2	3	1102
2.44507	3	2	3	4022
2.44707	1	2	3	545
2.44707	1	4	3	106
2.44807	1	2	3	232
2.44807	1	5	3	106
2.44907	3	3	3	1073
2.45007	1	1	3	458
2.45107	1	1	3	692
2.45107	1	5	3	692
2.45107	3	2	3	8052
2.45207	1	1	3	458
2.45207	1	2	3	545
2.45207	1	4	3	340
2.45207	1	5	3	340
2.45307	1	1	3	692
2.45307	1	4	3	575
2.45407	1	1	3	458
2.45407	1	4	3	458
2.45407	1	5	3	458
2.45507	1	4	3	458
2.45507	1	5	3	458
2.45507	3	3	3	1073
2.45707	1	2	3	267
2.45707	1	3	3	531
2.45707	3	2	3	3862
2.45807	1	4	3	575
2.45907	1	4	3	412
2.46107	1	1	3	458
2.46107	3	3	3	2155
2.46207	1	1	3	223
2.46207	1	2	3	428
2.46207	1	3	3	1073
2.46307	1	1	3	223
2.46307	1	2	3	428
2.46307	1	3	3	1073
2.46307	1	5	3	340
2.46407	1	1	3	223
2.46407	1	2	3	648
2.46407	1	3	3	1612
2.46507	1	1	3	223
2.46507	1	2	3	648
2.46507	1	3	3	1612
2.46507	3	2	3	4022
2.46607	1	2	3	428
2.46607	1	3	3	1073
2.46607	1	5	3	223
2.46707	1	2	3	990
2.46707	1	3	3	1612
2.46707	1	5	3	340
2.46707	3	3	3	1073
2.46807	1	3	3	1612
2.46907	1	5	3	340
2.47007	1	5	3	340
2.47107	1	1	3	458
2.47107	3	2	3	4022
2.47207	1	1	3	575
2.47307	1	1	3	1044
2.47307	3	3	3	723
2.47407	1	1	3	1044
2.47507	1	1	3	927
2.47707	3	2	3	4022
2.47807	1	5	3	223
2.47907	3	3	3	1073
2.48107	1	1	3	506
2.48107	1	5	3	692
2.48207	1	5	3	809
2.48307	3	2	3	4022
2.48407	1	2	3	267
2.48407	1	3	3	531
2.48407	1	4	3	106
2.48407	1	5	3	1044
2.48507	1	5	3	809
2.48507	3	3	3	1073
2.48607	3	1	3	633
2.48907	1	2	3	267
2.48907	1	3	3	531
2.48907	3	2	3	5755
