Time	CellId	RNTI	BWPId	SINR(dB)
11.2233	1	5	0	-12.6014
11.2241	1	8	0	-21.5559
11.2291	1	8	0	-21.5563
11.2631	1	5	0	-12.5552
11.2661	1	5	0	-12.5509
11.2681	1	5	0	-12.548
11.2703	1	5	0	-12.5453
11.2711	1	5	0	-12.544
11.2741	1	5	0	-12.5401
11.2753	1	5	0	-12.5388
11.2761	1	5	0	-12.5376
11.2771	1	5	0	-12.5364
11.2791	1	5	0	-12.5341
11.2803	1	5	0	-12.533
11.2811	1	5	0	-12.532
11.2821	1	5	0	-12.5309
11.2853	1	5	0	-12.5281
11.2871	1	5	0	-12.5264
11.2921	1	5	0	-12.5229
11.3131	3	6	0	24.7926
11.3141	1	5	0	-12.5222
11.3191	1	5	0	-12.5252
11.3241	1	5	0	-12.5294
11.3271	3	6	0	24.7948
11.3291	1	5	0	-12.5345
11.3331	3	6	0	24.7963
11.3411	3	6	0	24.7987
11.3471	3	6	0	24.8008
11.3531	3	6	0	24.803
11.3591	3	6	0	24.8054
11.3651	3	6	0	24.808
11.3711	3	6	0	24.8106
11.3771	3	6	0	24.8132
11.3851	3	6	0	24.8168
11.3911	3	6	0	24.8194
11.3971	3	6	0	24.822
11.4041	3	6	0	24.8236
11.4101	3	6	0	24.8259
11.4151	3	6	0	24.8276
11.4211	3	6	0	24.8295
11.4271	3	6	0	24.8312
11.4331	3	6	0	24.8327
11.4391	3	6	0	24.8339
11.4451	3	6	0	24.8349
11.4511	3	6	0	24.8355
11.4571	3	6	0	24.8359
11.4631	3	6	0	24.8361
11.4691	3	6	0	24.836
11.4751	3	6	0	24.8356
11.4811	3	6	0	24.835
11.4871	3	6	0	24.8341
11.4931	3	6	0	24.8331
11.4991	3	6	0	24.8318
11.5071	3	6	0	24.8288
11.5131	3	6	0	24.8271
11.5191	3	6	0	24.8253
11.5271	3	6	0	24.8228
11.5331	3	6	0	24.8208
11.5391	3	6	0	24.8188
11.5471	3	6	0	24.816
11.5531	3	6	0	24.814
11.5581	3	6	0	24.8123
11.5641	3	6	0	24.8103
11.5701	3	6	0	24.8084
11.5751	3	6	0	24.8069
11.5811	3	6	0	24.8052
11.5891	3	6	0	24.8032
11.5951	3	6	0	24.8019
11.6031	3	6	0	24.7993
11.6091	3	6	0	24.7984
11.6151	3	6	0	24.7978
11.6231	3	6	0	24.7974
11.6291	3	6	0	24.7974
11.6351	3	6	0	24.7976
11.6431	3	6	0	24.7983
11.6491	3	6	0	24.7991
11.6551	3	6	0	24.8001
11.6611	3	6	0	24.8014
11.6691	3	6	0	24.8035
11.6751	3	6	0	24.8052
11.6831	3	6	0	24.8078
11.6891	3	6	0	24.8099
11.6951	3	6	0	24.8121
11.7011	3	6	0	24.8131
11.7091	3	6	0	24.8161
11.7151	3	6	0	24.8184
11.7211	3	6	0	24.8206
11.7271	3	6	0	24.8227
11.7331	3	6	0	24.8248
11.7391	3	6	0	24.8266
11.7451	3	6	0	24.8283
11.7501	3	6	0	24.8295
11.7561	3	6	0	24.8308
11.7631	3	6	0	24.832
11.7691	3	6	0	24.8328
11.7751	3	6	0	24.8333
11.7811	3	6	0	24.8335
11.7871	3	6	0	24.8334
11.7951	3	6	0	24.8328
11.8011	3	6	0	24.831
11.8071	3	6	0	24.83
11.8131	3	6	0	24.8288
11.8211	3	6	0	24.8269
11.8271	3	6	0	24.8253
11.8331	3	6	0	24.8234
11.8391	3	6	0	24.8215
11.8471	3	6	0	24.8187
11.8531	3	6	0	24.8165
11.8591	3	6	0	24.8143
11.8651	3	6	0	24.8121
11.8731	3	6	0	24.8091
11.8781	3	6	0	24.8073
11.8841	3	6	0	24.8052
11.8901	3	6	0	24.8033
11.8951	3	6	0	24.8017
11.9011	3	6	0	24.7989
11.9071	3	6	0	24.7973
11.9131	3	6	0	24.7959
11.9191	3	6	0	24.7947
11.9251	3	6	0	24.7938
11.9331	3	6	0	24.7929
11.9391	3	6	0	24.7925
11.9451	3	6	0	24.7924
11.9511	3	6	0	24.7925
11.9581	3	6	0	24.793
11.9641	3	6	0	24.7937
11.9701	3	6	0	24.7947
11.9781	3	6	0	24.7964
11.9841	3	6	0	24.798
11.9901	3	6	0	24.7998
11.9961	3	6	0	24.8018
12.0021	3	6	0	24.7855
12.0081	3	6	0	24.7885
12.0161	3	6	0	24.7928
12.0231	3	6	0	24.7969
12.0291	3	6	0	24.8006
12.0351	3	6	0	21.6042
12.0411	1	5	0	-12.5212
12.0411	3	6	0	24.8071
12.0461	1	5	0	-12.5247
12.0491	3	6	0	24.8133
12.0511	1	5	0	-12.5304
12.0551	3	6	0	24.8171
12.0561	1	5	0	-12.5368
12.0611	3	6	0	24.8208
12.0671	3	6	0	24.8243
12.0751	3	6	0	21.6227
12.0811	3	6	0	21.629
12.0871	3	6	0	24.8345
12.0912	1	5	0	-12.5822
12.0931	3	6	0	24.8371
12.0962	1	5	0	-12.5867
12.1011	3	6	0	24.8375
12.1012	1	5	0	-12.5914
12.1071	3	6	0	24.8406
12.1131	3	6	0	24.842
12.1181	3	6	0	24.843
12.1271	3	6	0	21.6874
12.1311	1	5	0	-12.5889
12.1331	1	5	0	-12.5888
12.1331	3	6	0	24.8432
12.1341	1	5	0	-12.5866
12.1361	1	5	0	-12.5848
12.1381	1	5	0	-12.5829
12.1391	1	5	0	-12.582
12.1411	1	5	0	-12.5813
12.1411	3	6	0	24.843
12.1431	1	5	0	-12.5777
12.1441	1	5	0	-12.5766
12.1461	1	5	0	-12.5742
12.1471	3	6	0	24.8438
12.1491	1	5	0	-12.5706
12.1531	3	6	0	24.8429
12.1611	3	6	0	24.8414
12.1671	3	6	0	24.8399
12.1731	3	6	0	21.6886
12.1791	3	6	0	24.8361
12.1811	1	5	0	-12.5288
12.1841	1	5	0	-12.5257
12.1861	1	5	0	-12.5237
12.1871	3	6	0	24.833
12.1891	1	5	0	-12.521
12.1901	1	5	0	-12.5202
12.1911	1	5	0	-12.5194
12.1931	3	6	0	24.8305
12.1941	1	5	0	-12.5172
12.1951	1	5	0	-12.5166
12.1961	1	5	0	-12.516
12.1981	3	6	0	24.8283
12.2001	1	5	0	-12.5143
12.2051	1	5	0	-12.5128
12.2071	3	6	0	24.8229
12.2131	3	6	0	24.82
12.2211	3	6	0	21.6052
12.2271	3	6	0	21.596
12.2331	1	5	0	-12.5263
12.2331	3	6	0	24.8088
12.2391	3	6	0	21.5814
12.2401	1	5	0	-12.5327
12.2451	1	5	0	-12.5403
12.2451	3	6	0	24.8032
12.2501	1	5	0	-12.5458
12.2511	3	6	0	24.8015
12.2571	3	6	0	24.7989
12.2631	3	6	0	24.7965
12.2691	3	6	0	21.5712
12.2751	3	6	0	21.5736
12.2811	3	6	0	24.7906
12.2871	3	6	0	24.7892
12.2931	3	6	0	24.7881
12.2991	3	6	0	24.7872
12.3051	3	6	0	24.7854
12.3101	3	6	0	24.7852
12.3191	3	6	0	24.7855
12.3251	3	6	0	24.7861
12.3331	3	6	0	24.7874
12.3391	3	6	0	24.7875
12.3393	1	5	0	-12.5753
12.3443	1	5	0	-12.5683
12.3451	3	6	0	24.7902
12.3493	1	5	0	-12.5614
12.3511	3	6	0	24.792
12.3543	1	5	0	-12.5545
12.3571	3	6	0	24.794
12.3631	3	6	0	24.7961
12.3771	3	6	0	24.8018
12.3831	3	6	0	24.8043
12.3901	3	6	0	24.8073
12.3952	1	5	0	-12.5156
12.3971	3	6	0	24.8089
12.3972	1	5	0	-12.5159
12.4002	1	5	0	-12.5154
12.4022	1	5	0	-12.5156
12.4031	3	6	0	24.8116
12.4052	1	5	0	-12.5162
12.4072	1	5	0	-12.5168
12.4102	1	5	0	-12.518
12.4111	3	6	0	24.8148
12.4171	3	6	0	24.8171
12.4231	3	6	0	24.8193
12.4291	3	6	0	24.8213
12.4371	3	6	0	21.64
12.4431	3	6	0	24.8251
12.4451	1	5	0	-12.5554
12.4491	3	6	0	24.8264
12.4501	1	5	0	-12.5625
12.4521	1	5	0	-12.5654
12.4541	1	5	0	-12.5681
12.4551	1	5	0	-12.5705
12.4551	3	6	0	24.8265
12.4571	1	5	0	-12.5723
12.4591	1	5	0	-12.5749
12.4621	1	5	0	-12.5788
12.4631	3	6	0	24.8284
12.4641	1	5	0	-12.5812
12.4671	1	5	0	-12.5847
12.4691	1	5	0	-12.5879
12.4691	3	6	0	24.8281
12.4751	3	6	0	24.8291
12.4801	1	5	0	-12.5966
12.4811	3	6	0	21.6949
12.4871	3	6	0	21.7008
12.4881	1	5	0	-12.6005
12.4931	1	5	0	-12.6025
12.4931	3	6	0	24.8276
12.4961	1	5	0	-12.6014
12.4981	1	5	0	-12.6012
12.4991	3	6	0	24.8277
12.5011	1	5	0	-12.6008
12.5031	1	5	0	-12.6001
12.5051	3	6	0	24.8256
12.5061	1	5	0	-12.5987
12.5101	1	5	0	-12.5962
12.5111	1	5	0	-12.5966
12.5111	3	6	0	24.8239
12.5151	1	5	0	-12.5923
12.5171	3	6	0	24.8233
12.5231	1	5	0	-12.584
12.5241	1	5	0	-12.5839
12.5241	3	6	0	24.821
12.5291	1	5	0	-12.5766
12.5311	3	6	0	24.8198
12.5361	1	5	0	-12.5672
12.5371	3	6	0	21.6881
12.5411	1	5	0	-12.5601
12.5431	1	5	0	-12.5584
12.5431	3	6	0	24.8159
12.5481	1	5	0	-12.5503
12.5501	3	6	0	21.6674
12.5531	1	5	0	-12.5435
12.5561	3	6	0	24.8123
12.5621	3	6	0	24.8104
12.5701	3	6	0	24.8078
12.5761	3	6	0	24.806
12.5831	3	6	0	24.8038
12.5891	3	6	0	24.8021
12.5951	3	6	0	24.8004
12.6011	3	6	0	24.7976
12.6091	3	6	0	24.7958
12.6151	3	6	0	24.7947
12.6211	3	6	0	24.7937
12.6271	3	6	0	24.7929
12.6331	3	6	0	24.7923
12.6411	3	6	0	24.7919
12.6471	3	6	0	24.7918
12.6531	3	6	0	24.792
12.6573	1	5	0	-12.584
12.6591	3	6	0	24.7924
12.6623	1	5	0	-12.5892
12.6671	3	6	0	24.7926
12.6673	1	5	0	-12.5939
12.6731	3	6	0	24.7942
12.6781	3	6	0	24.7951
12.6841	3	6	0	24.7963
12.6921	3	6	0	21.6417
12.6981	3	6	0	24.7999
12.7021	1	5	0	-12.5936
12.7032	1	5	0	-12.5928
12.7041	3	6	0	24.8003
12.7061	1	5	0	-12.5901
12.7071	1	5	0	-12.5892
12.7082	1	5	0	-12.5882
12.7101	3	6	0	24.8022
12.7111	1	5	0	-12.585
12.7121	1	5	0	-12.5839
12.7132	1	5	0	-12.5828
12.7161	1	5	0	-12.5792
12.7171	1	5	0	-12.578
12.7181	3	6	0	24.8036
12.7182	1	5	0	-12.5773
12.7211	1	5	0	-12.5728
12.7231	3	6	0	24.8063
12.7291	3	6	0	24.8083
12.7351	3	6	0	24.8102
12.7411	3	6	0	21.6396
12.7471	3	6	0	21.6387
12.7531	3	6	0	21.6384
12.7581	3	6	0	21.6386
12.7611	1	5	0	-12.5222
12.7641	3	6	0	24.818
12.7661	1	5	0	-12.5185
12.7671	1	5	0	-12.5179
12.7701	3	6	0	24.8192
12.7711	1	5	0	-12.5159
12.7721	1	5	0	-12.5155
12.7771	1	5	0	-12.5142
12.7781	3	6	0	24.8205
12.7821	1	5	0	-12.5141
12.7841	3	6	0	24.8212
12.7901	3	6	0	24.8217
12.7961	3	6	0	21.6595
12.8031	3	6	0	24.8207
12.8061	1	5	0	-12.5286
12.8091	3	6	0	24.8205
12.8111	1	5	0	-12.5341
12.8141	1	5	0	-12.5378
12.8151	3	6	0	24.8201
12.8161	1	5	0	-12.5403
12.8191	1	5	0	-12.5442
12.8231	3	6	0	24.8193
12.8241	1	5	0	-12.551
12.8291	3	6	0	24.8184
12.8351	3	6	0	21.6983
12.8411	3	6	0	21.7028
12.8461	1	5	0	-12.5799
12.8471	3	6	0	24.8148
12.8491	1	5	0	-12.5832
12.8511	1	5	0	-12.5852
12.8531	3	6	0	24.8133
12.8541	1	5	0	-12.5881
12.8561	1	5	0	-12.5898
12.8591	1	5	0	-12.592
12.8611	3	6	0	24.8112
12.8641	1	5	0	-12.595
12.8671	3	6	0	24.8095
12.8731	3	6	0	24.8078
12.8791	3	6	0	21.7017
12.8851	3	6	0	24.8042
12.8861	1	5	0	-12.5947
12.8911	1	5	0	-12.5916
12.8931	1	5	0	-12.5916
12.8931	3	6	0	24.8006
12.8961	1	5	0	-12.5875
12.8971	1	5	0	-12.5865
12.8981	1	5	0	-12.5856
12.8991	3	6	0	24.8002
12.9011	1	5	0	-12.5827
12.9021	1	5	0	-12.5816
12.9031	1	5	0	-12.5805
12.9051	3	6	0	24.7974
12.9071	1	5	0	-12.5758
12.9081	1	5	0	-12.5745
12.9111	3	6	0	24.7958
12.9121	1	5	0	-12.5694
12.9181	3	6	0	24.7941
12.9241	3	6	0	24.7927
12.9301	3	6	0	21.6339
12.9351	3	6	0	21.6274
12.9431	1	5	0	-12.5281
12.9441	3	6	0	21.6173
12.9461	1	5	0	-12.525
12.9481	1	5	0	-12.523
12.9501	3	6	0	24.7887
12.9511	1	5	0	-12.5204
12.9521	1	5	0	-12.5196
12.9531	1	5	0	-12.5188
12.9561	1	5	0	-12.5167
12.9571	1	5	0	-12.5161
12.9581	3	6	0	24.7882
12.9621	1	5	0	-12.5136
12.9631	3	6	0	21.6042
12.9671	1	5	0	-12.5123
12.9691	3	6	0	24.7881
12.9751	3	6	0	21.6022
12.9811	1	5	0	-12.516
12.9811	3	6	0	24.7871
12.9861	1	5	0	-12.5173
12.9871	3	6	0	24.7895
12.9891	1	5	0	-12.5195
12.9911	1	5	0	-12.5212
12.9921	1	5	0	-12.5221
12.9931	3	6	0	24.7904
12.9941	1	5	0	-12.5239
12.9971	1	5	0	-12.527
12.9981	3	6	0	24.7913
12.9991	1	5	0	-12.5292
13.0021	1	5	0	-12.5622
13.0041	1	5	0	-12.5672
13.0041	3	6	0	24.8311
13.0071	1	5	0	-12.5687
13.0101	3	6	0	24.8333
13.0151	3	6	0	21.7169
13.0212	1	1	0	-20.9156
13.0241	3	6	0	21.7209
13.0262	1	1	0	-20.9183
13.0263	1	5	0	-12.5915
13.0301	3	6	0	21.7219
13.0312	1	1	0	-20.9202
13.0341	1	5	0	-12.5984
13.0362	1	1	0	-20.9213
13.0381	3	6	0	24.8339
13.0391	1	5	0	-12.6017
13.0431	3	6	0	24.8332
13.0441	1	5	0	-12.6041
13.0491	3	6	0	24.8321
13.0571	3	6	0	24.8301
13.0631	3	6	0	21.7042
13.0691	3	6	0	21.6972
13.0771	3	6	0	24.8228
13.0831	3	6	0	24.82
13.0891	3	6	0	24.817
13.0951	3	6	0	24.8138
13.1031	3	6	0	24.808
13.1091	3	6	0	24.8045
13.1171	3	6	0	24.7997
13.1231	3	6	0	24.796
13.1291	3	6	0	24.7924
13.1323	1	5	0	-12.5302
13.1351	3	6	0	24.7888
13.1373	1	5	0	-12.5263
13.1423	1	5	0	-12.5233
13.1431	3	6	0	24.7843
13.1473	1	5	0	-12.5212
13.1491	3	6	0	24.7811
13.1551	3	6	0	24.7781
13.1611	3	6	0	24.7753
13.1671	3	6	0	24.7728
13.1751	3	6	0	21.5998
13.1811	3	6	0	24.7685
13.1821	1	5	0	-12.5338
13.1851	1	5	0	-12.5368
13.1871	1	5	0	-12.5413
13.1871	3	6	0	24.7661
13.1901	1	5	0	-12.5423
13.1921	1	5	0	-12.5447
13.1931	3	6	0	24.7664
13.1951	1	5	0	-12.5483
13.1971	1	5	0	-12.5508
13.1991	3	6	0	24.7661
13.2001	1	5	0	-12.5549
13.2051	3	6	0	24.7649
13.2111	3	6	0	24.7654
13.2171	3	6	0	24.7664
13.2221	3	6	0	21.6304
13.2271	3	6	0	21.6347
13.2361	3	6	0	24.7724
13.2421	3	6	0	24.7752
13.2501	3	6	0	24.7794
13.2551	3	6	0	24.7822
13.2611	3	6	0	24.786
13.2691	3	6	0	24.7913
13.2751	3	6	0	24.7954
13.2811	3	6	0	24.7997
13.2862	1	5	0	-12.5863
13.2891	3	6	0	24.8054
13.2912	1	5	0	-12.5807
13.2951	3	6	0	24.8098
13.2962	1	5	0	-12.5746
13.3011	3	6	0	24.8112
13.3012	1	5	0	-12.5696
13.3071	3	6	0	24.8168
13.3132	3	2	0	-34.9051
13.3151	3	6	0	24.822
13.3182	3	2	0	-34.9125
13.3211	3	6	0	24.8258
13.3232	3	2	0	-34.9212
13.3282	3	2	0	-34.9307
13.3291	3	6	0	24.8303
13.3351	3	6	0	24.8334
13.3371	1	5	0	-12.5269
13.3411	3	6	0	24.8361
13.3421	1	5	0	-12.5236
13.3431	1	5	0	-12.523
13.3471	1	5	0	-12.5231
13.3471	3	6	0	24.8373
13.3481	1	5	0	-12.5207
13.3531	1	5	0	-12.5194
13.3551	3	6	0	24.841
13.3611	3	6	0	24.8424
13.3671	3	6	0	21.6952
13.3731	3	6	0	24.8439
13.3781	1	5	0	-12.5278
13.3791	3	6	0	24.8439
13.3831	1	5	0	-12.5322
13.3841	1	5	0	-12.5332
13.3871	3	6	0	24.8433
13.3891	1	5	0	-12.5384
13.3901	1	5	0	-12.5395
13.3931	3	6	0	24.8424
13.3941	1	5	0	-12.5441
13.3951	1	5	0	-12.5453
13.3981	3	6	0	24.8412
13.4041	3	6	0	24.8381
13.4101	3	6	0	24.8358
13.4151	3	6	0	24.8337
13.4211	3	6	0	24.8308
13.4271	3	6	0	24.8275
13.4301	1	5	0	-12.5891
13.4331	3	6	0	24.8239
13.4351	1	5	0	-12.5938
13.4391	3	6	0	24.82
13.4401	1	5	0	-12.5978
13.4451	1	5	0	-12.6009
13.4471	3	6	0	24.8144
13.4531	3	6	0	24.8099
13.4591	3	6	0	24.8053
13.4651	3	6	0	24.8006
13.4731	3	6	0	24.7943
13.4781	3	6	0	24.7903
13.4841	3	6	0	24.7856
13.4921	3	6	0	24.7795
13.4981	3	6	0	24.7752
13.5041	3	6	0	24.7698
13.5101	3	6	0	24.766
13.5161	3	6	0	24.7626
13.5171	1	4	0	-19.3714
13.5181	1	4	0	-19.3714
13.5221	1	4	0	-19.3785
13.5221	3	6	0	24.692
13.5231	1	4	0	-19.3715
13.5261	1	5	0	-12.541
13.5271	1	4	0	-19.3716
13.5281	1	4	0	-19.3716
13.5301	3	6	0	24.7561
13.5311	1	5	0	-12.5357
13.5321	1	4	0	-19.3716
13.5331	1	4	0	-19.3717
13.5361	1	5	0	-12.5325
13.5361	3	6	0	24.753
13.5411	1	5	0	-12.5273
13.5431	3	6	0	24.7525
13.5491	3	6	0	24.7516
13.5551	3	6	0	24.7514
13.5631	3	6	0	24.7519
13.5691	3	6	0	24.753
13.5751	3	6	0	24.7546
13.5761	1	5	0	-12.5269
13.5811	1	5	0	-12.5323
13.5811	3	6	0	24.7552
13.5861	1	5	0	-12.5353
13.5891	3	6	0	24.7605
13.5911	1	5	0	-12.5406
13.5951	3	6	0	24.7639
13.6011	3	6	0	24.7663
13.6071	3	6	0	24.7705
13.6151	3	6	0	21.6396
13.6211	3	6	0	24.7816
13.6271	3	6	0	24.7868
13.6321	1	5	0	-12.5923
13.6331	3	6	0	24.7921
13.6371	1	5	0	-12.5972
13.6411	3	6	0	24.7993
13.6421	1	5	0	-12.6013
13.6471	1	5	0	-12.6059
13.6471	3	6	0	24.8041
13.6531	3	6	0	24.8102
13.6591	3	6	0	24.8155
13.6651	3	6	0	24.8206
13.6701	3	6	0	24.8247
13.6761	3	6	0	21.7247
13.6821	1	5	0	-12.6005
13.6821	3	6	0	24.8331
13.6831	1	5	0	-12.5985
13.6871	1	5	0	-12.5949
13.6881	1	5	0	-12.595
13.6881	3	6	0	24.8371
13.6921	1	5	0	-12.5897
13.6931	1	5	0	-12.5886
13.6941	3	6	0	24.8414
13.6971	1	5	0	-12.584
13.6981	1	5	0	-12.5828
13.7031	3	6	0	24.8445
13.7091	3	6	0	24.847
13.7171	3	6	0	24.8495
13.7231	3	6	0	24.8507
13.7291	3	6	0	24.8514
13.7371	3	6	0	24.8514
13.7381	1	5	0	-12.5354
13.7431	1	5	0	-12.5328
13.7431	3	6	0	24.8499
13.7481	1	5	0	-12.5286
13.7491	3	6	0	24.8496
13.7531	1	5	0	-12.5265
13.7571	3	6	0	24.8471
13.7631	3	6	0	24.8447
13.7691	3	6	0	24.8418
13.7771	3	6	0	21.6824
13.7831	3	6	0	24.8331
13.7881	1	5	0	-12.5401
13.7891	3	6	0	24.8286
13.7931	1	5	0	-12.5455
13.7971	3	6	0	24.8222
13.7981	1	5	0	-12.5514
13.8031	1	5	0	-12.5593
13.8031	3	6	0	24.8143
13.8091	3	6	0	24.8102
13.8171	3	6	0	24.8026
13.8231	3	6	0	24.7968
13.8291	3	6	0	24.791
13.8351	3	6	0	24.7852
13.8391	1	5	0	-12.603
13.8431	3	6	0	24.7776
13.8441	1	5	0	-12.6072
13.8491	1	5	0	-12.6115
13.8491	3	6	0	24.7706
13.8541	1	5	0	-12.6128
13.8551	3	6	0	24.7667
13.8631	3	6	0	24.7602
13.8691	3	6	0	24.7557
13.8751	3	6	0	24.7516
13.8811	3	6	0	24.7481
13.8871	3	6	0	24.745
13.8931	3	6	0	24.7426
13.8941	1	5	0	-12.5954
13.8991	1	5	0	-12.5896
13.9011	3	6	0	24.7391
13.9041	1	5	0	-12.5836
13.9071	3	6	0	24.7381
13.9091	1	5	0	-12.5771
13.9131	3	6	0	24.7379
13.9191	3	6	0	24.7383
13.9251	3	6	0	24.7394
13.9331	3	6	0	21.6326
13.9391	3	6	0	24.7445
13.9451	3	6	0	24.7478
13.9491	1	5	0	-12.5342
13.9511	3	6	0	24.7516
13.9541	1	5	0	-12.532
13.9581	3	6	0	24.7568
13.9591	1	5	0	-12.5308
13.9641	3	6	0	24.7617
13.9701	3	6	0	24.767
13.9751	3	6	0	24.7718
13.9841	3	6	0	24.7808
13.9901	3	6	0	24.787
13.9951	1	5	0	-12.551
13.9981	3	6	0	24.7955
14.0001	1	5	0	-12.6053
14.0031	3	6	0	24.7846
14.0051	1	5	0	-12.6012
14.0091	3	6	0	24.7869
14.0101	1	5	0	-12.5962
14.0121	1	6	0	-37.1616
14.0131	1	6	0	-37.1631
14.0132	3	5	0	-26.8651
14.0151	3	6	0	24.7894
14.0171	1	6	0	-37.1624
14.0181	1	6	0	-37.1638
14.0182	3	5	0	-26.7916
14.0211	3	6	0	24.792
14.0221	1	6	0	-37.1626
14.0231	1	6	0	-37.1639
14.0232	3	5	0	-26.717
14.0271	1	6	0	-37.1819
14.0271	3	6	0	24.7192
14.0281	1	6	0	-37.1634
14.0282	3	5	0	-26.6438
14.0331	3	6	0	24.7973
14.0381	3	6	0	24.7995
14.0401	1	5	0	-12.5567
14.0441	3	6	0	24.8022
14.0451	1	5	0	-12.5501
14.0501	1	5	0	-12.5453
14.0501	3	6	0	24.8039
14.0551	1	5	0	-12.5399
14.0551	3	6	0	24.806
14.0641	3	6	0	24.8103
14.0701	3	6	0	24.8124
14.0781	3	6	0	24.815
14.0801	1	5	0	-12.526
14.0831	3	6	0	24.8165
14.0851	1	5	0	-12.5268
14.0891	3	6	0	24.818
14.0901	1	5	0	-12.5287
14.0951	1	5	0	-12.5316
14.0971	3	6	0	24.8197
14.1031	3	6	0	24.8192
14.1091	3	6	0	24.8199
14.1171	1	7	0	-17.8649
14.1171	3	6	0	24.7812
14.1181	1	7	0	-17.8547
14.1221	1	7	0	-17.8551
14.1231	1	7	0	-17.8644
14.1231	3	6	0	24.7812
14.1251	1	5	0	-12.5663
14.1271	1	7	0	-17.8555
14.1281	1	7	0	-17.8555
14.1291	3	6	0	24.8202
14.1301	1	5	0	-12.5735
14.1321	1	7	0	-17.8555
14.1331	1	7	0	-17.8554
14.1351	1	5	0	-12.5817
14.1351	3	6	0	24.8187
14.1401	1	5	0	-12.5873
14.1431	3	6	0	24.8185
14.1491	3	6	0	24.8173
14.1571	3	6	0	24.8153
14.1631	3	6	0	21.7435
14.1691	3	6	0	24.8114
14.1751	3	6	0	24.8091
14.1791	1	5	0	-12.6138
14.1831	3	6	0	24.8057
14.1841	1	5	0	-12.6125
14.1891	1	5	0	-12.6111
14.1891	3	6	0	24.8021
14.1941	1	5	0	-12.6066
14.1951	3	6	0	24.8
14.2011	3	6	0	24.7956
14.2071	3	6	0	24.7925
14.2121	1	8	0	-21.4424
14.2131	1	8	0	-21.4426
14.2151	3	6	0	24.7882
14.2171	1	8	0	-21.4429
14.2211	3	6	0	21.6908
14.2221	1	8	0	-21.4426
14.2231	1	8	0	-21.4424
14.2271	1	8	0	-21.4987
14.2271	3	6	0	24.7367
14.2291	1	8	0	-21.4405
14.2321	1	8	0	-21.4392
14.2331	1	5	0	-12.5596
14.2331	3	6	0	24.7779
14.2381	1	5	0	-12.552
14.2391	3	6	0	24.7755
14.2431	1	5	0	-12.5461
14.2451	3	6	0	24.7726
14.2481	1	5	0	-12.5408
14.2511	3	6	0	24.7698
14.2571	3	6	0	24.7673
14.2631	3	6	0	24.765
14.2691	3	6	0	24.763
14.2771	3	6	0	21.6701
14.2831	1	5	0	-12.5328
14.2831	3	6	0	24.7584
14.2881	1	5	0	-12.5346
