stream_id,src_ip,dst_ip,src_port,dst_port,total_bytes,total_packets,data_packets,duration,throughput_mbps,syn_count,fin_count,ack_count
0,,,0,0,0,2860,0,9.881749,0.0,0,0,0
0,,,0,0,0,2146,0,9.995904,0.0,0,0,0
0,,,0,0,0,1132,0,9.904875,0.0,0,0,0
0,,,0,0,0,5393,0,9.881995,0.0,0,0,0
0,,,0,0,0,2131,0,9.99592,0.0,0,0,0
0,,,0,0,0,2864,0,9.99592,0.0,0,0,0
0,,,0,0,0,7037,0,9.881823,0.0,0,0,0
0,,,0,0,0,2903,0,9.905368,0.0,0,0,0
0,,,0,0,0,3611,0,9.881839,0.0,0,0,0
0,,,0,0,0,5972,0,9.876978,0.0,0,0,0
